chunk_id,author,а,больше,будет,будут,бы,была,были,было,быть,в,во,вопрос,вопроса,вот,вполне,время,все,всегда,всего,всем,где,говорит,говорить,гораздо,деле,дело,для,должен,должна,должно,должны,других,его,ее,ему,если,есть,еще,же,жизни,жизнь,за,значит,и,идет,из,или,им,их,к,как,классов,когда,конечно,которая,которой,которую,которые,которых,кто,лет,лишь,мало,между,меня,мне,много,могут,может,можно,мысли,мысль,на,над,надо,не,него,нельзя,необходимо,нет,ни,нибудь,ним,них,ничего,но,нужно,о,об,образом,один,одно,одного,одной,он,она,они,организации,от,отношении,очень,перед,по,под,при,раз,с,самой,самом,свое,своего,своей,свои,своим,своих,свою,себе,себя,сказать,собой,совершенно,так,также,таким,там,тем,теории,то,того,той,только,том,тому,тот,тут,у,чем,через,что,чтобы,эта,эти,этим,это,этого,этой,этом,этому,эту,я,без,ведь,до,значение,имеет,именно,какой,которого,ли,либо,люди,менее,общества,оно,потому,почему,поэтому,право,самого,собою,совсем,таких,те,тех,уже,этих,является,более,всех,г,д,движение,движения,демократии,другой,искры,класса,который,кроме,людей,могли,момент,нашей,партии,партия,пор,после,против,рабочего,рабочие,развития,сделать,сил,социал,среди,стороны,съезда,т,борьба,борьбе,борьбу,борьбы,власти,вместе,даже,демократической,зрения,крестьян,наиболее,народа,прежде,рабочий,рабочих,революционной,россии,русской,силу,силы,со,страны,съезд,такой,теперь,тогда,точки,труда,был,вообще,всей,да,действительно,здесь,мог,особенно,почти,сам,хотя,времени,дела,которое,несколько,положение,случае,этот,вы,мы,нас,е,ибо,общество,своем,смысле,характер,нам,слова,такое,года,ей,наконец,народ,ней,пока,пролетариата,свой,однако,производства,буржуазии,власть,права,правительство,политической,свободы,правительства,буржуазия,демократия,масс,массы,политических,политического,пролетариат,революции,революционного,революция,войны,съезде,ленин,тов,её,снова,маркса
martov_borba_za_svobodu_I.txt_chunk2,martov,3,0,2,1,7,0,0,1,2,35,0,5,1,1,0,1,4,0,1,0,0,0,0,0,2,3,7,0,1,1,1,1,7,0,0,4,1,0,2,2,0,9,0,29,2,2,3,2,2,6,4,0,4,0,4,1,0,2,1,0,1,2,0,0,0,0,0,1,4,0,0,1,15,0,0,16,0,1,1,1,2,0,0,2,0,3,0,13,3,0,0,0,2,0,2,4,4,1,6,0,0,0,2,1,1,0,12,0,1,1,1,3,0,0,3,1,0,0,0,2,2,5,0,0,0,0,0,6,4,1,3,1,1,0,0,0,1,0,15,2,1,2,1,2,1,1,0,1,2,0,0,0,1,0,0,3,0,0,4,0,0,0,1,0,1,0,0,2,0,2,0,2,2,3,1,1,0,1,3,4,0,0,0,1,0,0,0,1,0,0,0,3,0,2,1,0,1,2,0,0,0,0,0,3,1,0,0,1,0,0,0,3,2,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,2,0,3,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,2,0,1,0,1,2,0,1,1,0,1,2,0,3,0,1,0,0,1,0,0,3,0,0
martov_borba_za_svobodu_I.txt_chunk3,martov,3,1,0,0,4,0,1,1,1,25,2,3,0,3,0,0,1,0,2,0,0,2,0,0,0,2,7,1,1,3,0,0,5,0,3,2,1,1,3,0,0,4,0,40,0,3,2,3,3,7,6,0,3,0,2,0,0,0,2,0,1,0,0,2,1,0,0,0,1,0,1,0,12,0,0,20,0,0,0,0,2,1,0,1,0,6,0,3,3,0,1,1,1,0,4,1,4,0,7,0,0,1,1,2,1,0,10,0,0,0,0,0,1,3,1,0,2,4,0,0,1,3,0,0,0,2,0,4,5,1,7,1,0,2,0,3,1,1,10,3,0,2,0,2,1,1,2,0,0,0,1,1,0,1,0,2,0,2,4,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,3,0,1,0,5,10,1,0,1,0,0,0,1,0,0,0,0,2,2,1,0,0,2,3,0,0,0,2,1,3,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,2,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,2,0,0,0,5,2,6,2,0,1,0,1,0,1,3,0,0,2,1,0,0,1,0,3,0,1,0,3,0,0,0,1,3,0,2,2,1,2,0,1,0,3,1,3,0,0,0,0,5,0,0
martov_boykot_dumy_i_rev_samoupravlenie_I.txt_chunk2,martov,3,0,2,0,6,1,2,0,0,35,1,0,1,0,0,2,2,1,2,0,1,1,0,1,0,0,3,2,1,0,3,1,3,3,1,3,1,1,1,2,0,4,0,29,2,3,1,2,7,11,7,0,3,1,1,2,3,2,4,0,0,1,0,2,0,0,0,2,0,2,0,0,14,1,0,17,0,0,0,1,2,0,1,2,1,7,0,5,2,0,0,0,0,1,2,0,4,0,12,0,3,1,4,2,1,0,6,2,0,1,1,2,1,0,1,2,4,0,2,1,0,2,0,0,0,1,0,9,3,1,4,3,2,0,0,3,0,0,12,3,1,0,0,2,1,1,6,2,1,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,6,0,5,0,0,1,5,0,3,0,0,1,1,0,0,0,0,0,0,0,2,0,1,1,1,0,1,1,1,1,2,0,0,1,1,0,0,0,0,0,0,2,2,1,0,0,6,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,1,2,0,1,0,0,1,1,1,2,0,0,1,0,0,6,1,1,1,0,1,0,0,3,0,0,0,0,0,1,0,1,3,1,2,0,1,0,0,1,3,0,0,0,1,0,1,1,0,3,0,1,0,0,1,4,2,2,0,0
martov_boykot_dumy_i_rev_samoupravlenie_I.txt_chunk3,martov,11,0,6,2,7,0,0,2,5,23,4,0,0,0,1,3,1,1,0,2,0,1,0,0,1,4,1,0,1,0,1,0,2,1,0,9,2,4,10,2,2,2,1,25,0,1,4,2,1,7,5,0,0,2,0,1,0,0,1,1,0,1,1,1,0,0,0,2,7,0,0,0,16,2,0,21,0,0,0,0,1,2,0,2,0,7,0,2,0,0,1,1,0,0,3,1,6,2,6,0,1,1,8,3,3,2,5,1,1,0,0,0,1,0,4,1,5,1,0,0,1,6,0,2,1,2,0,11,3,1,5,1,1,2,0,2,1,0,21,2,3,0,0,15,0,1,0,0,2,2,0,3,6,0,1,1,0,0,1,0,1,1,0,3,2,2,0,0,1,0,0,0,3,1,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,1,2,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,0,2,2,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,3,2,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,4,0,0,0,1,1,1,0,0
martov_gibel_port_artura_I.txt_chunk1,martov,1,0,1,0,1,1,1,2,0,33,2,4,0,0,0,0,6,1,0,0,0,0,0,0,0,1,7,0,0,0,0,0,8,0,0,1,0,1,2,0,0,8,1,41,0,3,1,1,1,3,13,0,3,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,11,1,0,6,1,3,0,0,2,0,1,0,0,2,0,8,2,0,1,2,0,0,2,2,3,0,5,0,0,4,6,0,1,0,19,0,0,1,0,1,2,0,2,0,2,1,1,0,0,0,0,0,0,2,0,2,1,0,3,4,0,0,0,1,1,1,11,0,0,2,1,4,3,5,0,0,0,0,0,0,3,2,0,1,2,1,1,1,0,0,2,0,0,0,1,1,0,0,0,0,1,1,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,2,0,1,0,0,1,0,0,0,0,2,1,0,1,1,0,0,0,6,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,1,1,3,0
martov_itogi_polit_razvitiya.txt_chunk4,martov,1,0,0,0,0,3,1,2,0,41,3,0,1,0,0,3,3,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,2,7,0,0,9,0,47,0,2,3,1,1,12,3,0,1,0,1,2,1,1,1,0,0,7,0,3,0,0,0,0,0,0,0,0,9,0,1,11,2,0,0,0,2,0,0,2,0,6,0,3,0,1,0,0,1,0,4,0,0,0,5,0,0,2,3,1,5,0,15,0,0,2,1,1,0,0,3,3,1,1,1,0,0,0,0,1,0,3,0,2,1,1,3,1,0,1,0,0,1,3,1,1,0,2,1,6,0,1,0,0,2,0,0,0,1,2,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,2,0,0,3,4,1,2,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,3,2,0,2,0,0,2,0,0,0,0,0,0,0,3,0,3,1,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,4,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,0,2,0,0,0,0,0,2,0,0,2,0,1,3,1,2,3,0,0,0,0,0,0,0,0,0,0
martov_itogi_polit_razvitiya.txt_chunk5,martov,1,0,0,0,2,1,1,5,2,47,2,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,12,1,1,3,0,3,9,4,4,0,0,1,5,1,0,4,0,41,0,3,4,4,1,7,1,5,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,11,1,0,4,3,0,0,0,1,0,1,2,0,6,0,2,1,1,1,0,0,0,1,2,1,0,4,1,0,2,3,2,3,0,7,2,1,2,1,3,0,0,2,3,1,1,0,1,0,0,0,1,0,3,0,2,4,0,1,0,0,0,0,0,2,3,1,3,2,1,0,2,0,3,1,0,2,0,0,0,3,1,0,1,0,1,0,0,0,0,3,0,0,0,3,0,1,0,0,0,0,1,2,1,1,4,3,0,0,2,6,0,0,0,3,2,0,0,1,1,0,1,0,0,0,0,1,0,6,0,3,3,2,1,0,0,0,4,3,4,0,0,0,1,0,0,4,0,0,0,0,0,9,2,3,2,2,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,1,2,0,1,1,2,5,1,0,0,0,0,0,0,0,0,0
martov_itogi_zemskogo_parlamenta_I.txt_chunk1,martov,2,1,2,0,4,2,2,7,3,22,1,0,0,1,0,1,4,0,1,0,2,0,0,0,0,1,3,0,1,0,0,0,9,2,2,1,0,4,1,1,0,4,0,28,0,7,2,1,2,9,5,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,2,0,2,0,0,1,9,1,6,12,1,1,0,0,3,0,0,0,0,5,0,2,1,0,3,0,1,0,6,0,3,0,3,0,1,0,5,1,0,2,12,1,1,5,2,0,1,0,1,3,2,2,2,1,0,4,0,0,0,1,0,6,6,0,3,0,0,1,0,0,0,1,10,5,6,0,2,2,1,2,0,1,0,0,2,0,0,2,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,4,2,2,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,2,0,4,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,3,1,0
martov_klass_protiv_klassa.txt_chunk3,martov,3,0,3,1,0,0,0,1,1,19,7,0,0,0,0,0,4,1,2,3,1,4,0,0,0,1,6,3,0,0,0,0,6,1,4,1,2,3,4,0,1,10,0,47,2,3,1,2,4,5,3,1,5,0,3,1,3,1,1,1,1,1,0,2,0,0,0,0,1,0,1,0,12,0,0,11,2,1,0,0,1,0,0,0,0,5,0,1,0,0,4,0,1,1,1,1,2,0,16,0,0,1,3,1,0,0,14,0,0,0,4,1,0,0,0,2,1,9,0,0,0,0,0,1,0,1,0,1,4,2,5,2,0,2,0,8,0,0,8,6,0,0,0,1,2,5,2,1,1,3,1,0,4,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,1,2,0,0,0,3,0,0,0,1,0,2,0,5,2,0,1,0,0,0,0,1,3,0,11,3,0,0,3,0,2,0,1,0,0,4,1,5,9,6,0,0,0,0,0,0,0,1,1,5,0,1,0,2,0,1,0,0,1,0,3,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,3,3,2,1,0,0,0,2,2,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0
martov_liberal_izmeny_I.txt_chunk1,martov,1,0,1,1,2,2,2,0,2,35,0,1,0,0,0,5,2,0,2,0,0,0,1,0,0,2,3,1,1,0,2,0,2,3,1,1,0,3,8,1,0,3,0,26,0,2,0,2,8,12,6,0,1,0,1,0,2,2,1,0,0,0,0,2,0,0,0,0,2,0,0,0,9,1,0,9,1,0,1,0,1,0,0,0,0,6,0,8,4,0,0,0,0,0,2,0,6,1,7,0,1,1,8,1,3,1,12,0,1,1,1,3,3,1,2,1,0,0,0,2,0,1,0,0,0,2,0,3,0,1,3,2,3,0,0,0,0,0,11,1,1,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,1,2,1,0,3,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1,4,0,0,0,1,0,0,0,1,0,3,1,1,1,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,1,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0
martov_liberal_realizm_I.txt_chunk1,martov,6,1,2,3,5,0,1,0,2,26,1,1,0,0,0,1,3,2,3,0,0,0,0,0,1,0,8,0,0,0,1,1,2,0,0,4,1,2,5,1,0,1,0,42,0,4,2,3,4,12,6,0,4,1,1,2,0,2,0,1,0,0,2,8,0,0,0,0,4,0,0,0,11,1,3,23,0,1,1,1,1,2,1,0,1,2,1,6,0,1,0,1,0,0,4,1,3,0,11,0,0,2,1,0,1,1,6,0,1,0,0,2,0,0,1,3,1,2,1,1,0,3,1,0,0,0,0,3,4,1,4,2,0,2,0,0,0,0,17,4,0,4,1,1,4,0,1,2,0,0,0,1,0,1,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,2,2,1,1,2,0,0,0,0,0,0,0,7,0,0,0,1,2,3,1,0,1,2,0,0,0,1,2,1,0,0,0,1,0,0,0,4,1,0,3,2,2,0,0,4,0,0,0,2,3,0,3,0,0,0,0,1,2,1,2,0,1,1,0,0,0,1,1,0,0,3,2,0,1,0,0,0,0,3,5,0,0,1,0,0,1,2,0,2,1,1,1,1,0,1,0,0,2,0,0,1,0,0,0,0,3,1,1,0,0,2,2,0,1,0,4,0,0,0,0,0,0,0,0,0
martov_liberal_realizm_I.txt_chunk3,martov,1.6835016835016834,0,0,1.6835016835016834,0,0,0,1.6835016835016834,0,25.252525252525253,1.6835016835016834,1.6835016835016834,0,0,0,0,0,0,0,0,0,1.6835016835016834,1.6835016835016834,0,1.6835016835016834,0,6.7340067340067336,0,0,0,1.6835016835016834,1.6835016835016834,0,8.417508417508417,0,1.6835016835016834,1.6835016835016834,0,1.6835016835016834,0,0,1.6835016835016834,0,28.61952861952862,1.6835016835016834,1.6835016835016834,3.3670033670033668,0,1.6835016835016834,10.101010101010102,6.7340067340067336,0,1.6835016835016834,5.050505050505051,0,0,0,0,0,11.784511784511785,0,0,0,0,0,0,0,1.6835016835016834,0,1.6835016835016834,0,0,18.51851851851852,5.050505050505051,1.6835016835016834,31.986531986531986,1.6835016835016834,0,1.6835016835016834,0,3.3670033670033668,0,0,0,0,5.050505050505051,0,1.6835016835016834,0,0,0,0,0,1.6835016835016834,0,6.7340067340067336,5.050505050505051,0,11.784511784511785,0,0,0,3.3670033670033668,1.6835016835016834,3.3670033670033668,0,16.835016835016834,0,0,0,1.6835016835016834,3.3670033670033668,0,0,0,0,1.6835016835016834,0,0,0,0,0,1.6835016835016834,0,0,5.050505050505051,0,1.6835016835016834,1.6835016835016834,0,1.6835016835016834,0,0,0,0,1.6835016835016834,0,0,16.835016835016834,6.7340067340067336,0,0,0,3.3670033670033668,0,0,1.6835016835016834,0,0,0,1.6835016835016834,0,0,0,0,0,0,0,0,0,0,1.6835016835016834,0,0,3.3670033670033668,0,0,0,0,0,0,0,1.6835016835016834,3.3670033670033668,3.3670033670033668,1.6835016835016834,0,0,1.6835016835016834,11.784511784511785,0,0,0,3.3670033670033668,0,0,0,0,0,0,0,0,1.6835016835016834,0,0,0,1.6835016835016834,0,0,1.6835016835016834,0,0,3.3670033670033668,0,0,0,0,1.6835016835016834,0,0,0,0,1.6835016835016834,0,1.6835016835016834,1.6835016835016834,0,0,0,6.7340067340067336,0,0,0,0,0,1.6835016835016834,0,0,0,1.6835016835016834,0,0,0,0,1.6835016835016834,0,0,0,0,1.6835016835016834,0,1.6835016835016834,0,0,0,0,1.6835016835016834,0,0,0,0,0,1.6835016835016834,0,0,3.3670033670033668,0,1.6835016835016834,5.050505050505051,0,0,0,0,0,0,1.6835016835016834,0,1.6835016835016834,0,0,0,0,0,0,0,0,0,0,3.3670033670033668,0,0,3.3670033670033668,0,1.6835016835016834,5.050505050505051,0,0,0,0,0,8.417508417508417,0,0,0,1.6835016835016834,0,0,0,0,0
martov_mirovoy_bolshevizm_NQ.txt_chunk1,martov,2,0,0,0,1,1,1,3,1,58,4,0,0,0,1,2,2,0,1,0,0,0,0,0,2,0,6,1,0,1,0,2,3,4,0,1,2,2,2,1,0,2,0,28,1,3,2,1,3,8,10,0,5,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,2,0,0,1,9,1,1,9,0,0,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,1,0,1,3,0,5,1,0,0,2,1,1,0,10,0,0,1,0,2,0,0,1,1,0,1,0,1,3,1,0,0,1,1,0,2,4,0,2,4,1,1,0,1,1,1,15,2,1,0,0,8,1,3,0,0,0,0,1,0,1,1,0,2,2,0,1,3,0,1,1,2,0,0,1,0,0,0,0,1,1,1,2,2,4,1,2,0,0,1,0,2,2,0,0,2,0,0,0,3,0,1,0,1,2,1,0,1,0,0,0,1,0,2,0,1,0,0,0,2,1,0,1,0,2,0,1,0,1,0,0,1,3,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2,3,0,5,0,1,0,0,0,3,1,0,0,1,2,0,0,0,1,0,2,1,0,1,0,1,0,0,2,0,0,0,0,3,3,1,1,1,7,2,1,1,0,0,0,0,0,0
martov_mirovoy_bolshevizm_NQ.txt_chunk11,martov,1,0,0,0,3,1,0,1,1,49,3,1,0,0,2,3,0,1,0,0,0,3,0,0,0,0,8,0,1,0,0,1,6,2,0,3,0,0,3,0,0,0,0,32,2,2,1,1,1,9,7,0,4,0,0,1,1,3,0,0,0,3,0,1,0,0,1,0,2,2,0,2,22,1,0,10,0,0,0,0,2,0,0,0,0,2,0,8,2,0,0,0,0,0,3,2,0,2,5,0,0,0,4,0,1,0,11,0,0,0,0,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,5,3,0,2,2,1,0,0,0,1,1,6,2,2,2,1,1,3,2,2,0,0,0,0,0,2,0,0,1,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,4,1,0,2,3,1,2,0,0,2,3,0,0,4,2,0,0,0,0,0,1,0,2,1,0,5,1,2,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,2,1,0,1,1,0,4,1,1,0,0,1,5,1,0,0,2,2,2,0,1,0,1,0,0,2,0,2,0,0,3,3,2,0,0,3,0,0,0,2
martov_mirovoy_bolshevizm_NQ.txt_chunk13,martov,2,0,0,0,2,2,1,1,1,29,1,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,7,0,1,0,0,0,8,2,3,1,1,0,4,0,0,1,0,41,0,4,2,3,5,11,10,0,3,0,0,2,0,0,0,0,1,2,0,3,0,0,0,0,0,1,0,1,12,2,0,11,3,0,0,0,1,0,1,0,0,7,0,3,1,1,0,0,0,0,3,0,1,1,5,0,0,0,5,1,0,0,8,1,1,2,2,2,1,0,1,0,2,1,0,0,0,3,0,1,0,0,0,2,1,1,4,0,2,0,0,0,0,1,2,1,0,1,1,2,2,3,0,0,2,0,0,0,2,0,0,4,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,2,1,0,0,3,4,1,0,0,0,1,0,0,0,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,2,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,7,0,0,0,0,1,2,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,1,0,5,4,1,0,0,1,0,0,0,0
martov_mirovoy_bolshevizm_NQ.txt_chunk15,martov,3,0,0,0,6,1,1,2,0,47,2,4,1,1,0,1,3,0,0,0,0,1,0,0,0,4,5,0,0,0,1,0,5,6,0,3,0,2,2,2,0,2,1,35,0,3,2,2,1,5,7,0,2,1,1,2,1,2,1,0,0,1,0,3,0,0,0,0,0,1,1,0,12,1,0,12,0,0,0,0,0,1,1,2,0,3,0,9,1,1,1,0,0,0,5,1,6,0,5,0,0,1,3,3,2,0,7,0,2,3,0,1,0,1,1,2,2,1,0,1,0,0,0,1,1,2,0,3,2,2,2,5,0,0,1,1,0,0,7,1,0,4,1,2,2,0,1,0,1,0,1,0,2,0,0,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,2,0,2,2,0,1,0,0,0,2,0,1,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,2,0,1,0,4,0,1,2,1,2,0,0,3,0,0,0,0,0,0,1,0,2,7,2,0,1,0,3,0,0,1,8
martov_mirovoy_bolshevizm_NQ.txt_chunk16,martov,3.9215686274509802,0,0,0,1.9607843137254901,0,1.9607843137254901,3.9215686274509802,0,45.09803921568627,0,0,0,0,0,3.9215686274509802,0,1.9607843137254901,0,1.9607843137254901,0,0,0,0,0,0,7.8431372549019605,0,0,0,0,0,3.9215686274509802,1.9607843137254901,0,0,0,0,9.803921568627452,0,1.9607843137254901,5.88235294117647,0,37.254901960784316,0,0,0,0,5.88235294117647,9.803921568627452,1.9607843137254901,3.9215686274509802,5.88235294117647,0,1.9607843137254901,0,0,3.9215686274509802,0,0,0,1.9607843137254901,0,0,0,0,0,0,0,0,0,0,13.72549019607843,0,0,5.88235294117647,0,0,0,0,0,0,0,1.9607843137254901,0,0,1.9607843137254901,5.88235294117647,0,0,0,0,1.9607843137254901,0,0,0,0,1.9607843137254901,5.88235294117647,0,0,0,1.9607843137254901,1.9607843137254901,1.9607843137254901,0,3.9215686274509802,1.9607843137254901,0,3.9215686274509802,0,0,0,0,0,0,0,0,0,0,7.8431372549019605,0,0,0,0,3.9215686274509802,0,1.9607843137254901,3.9215686274509802,3.9215686274509802,0,0,0,0,0,0,0,0,0,5.88235294117647,0,1.9607843137254901,0,1.9607843137254901,0,0,0,0,3.9215686274509802,0,0,0,0,1.9607843137254901,0,1.9607843137254901,0,0,0,0,0,0,1.9607843137254901,0,0,0,0,0,1.9607843137254901,0,0,0,0,0,1.9607843137254901,3.9215686274509802,0,1.9607843137254901,3.9215686274509802,0,0,1.9607843137254901,0,0,0,0,1.9607843137254901,0,0,0,0,1.9607843137254901,0,1.9607843137254901,0,0,0,0,1.9607843137254901,0,0,0,0,0,0,0,0,3.9215686274509802,0,3.9215686274509802,0,1.9607843137254901,3.9215686274509802,1.9607843137254901,0,0,0,0,3.9215686274509802,1.9607843137254901,0,1.9607843137254901,1.9607843137254901,0,1.9607843137254901,0,1.9607843137254901,0,1.9607843137254901,0,0,0,1.9607843137254901,0,0,0,0,0,1.9607843137254901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9607843137254901,0,0,0,1.9607843137254901,0,0,0,0,0,0,0,0,1.9607843137254901,0,0,0,0,0,5.88235294117647,0,0,3.9215686274509802,0,3.9215686274509802,0,0,0,1.9607843137254901,0,0,0,1.9607843137254901,1.9607843137254901,0,0,0,7.8431372549019605,1.9607843137254901,0,1.9607843137254901,0,0,0,0,0,0
martov_mirovoy_bolshevizm_NQ.txt_chunk7,martov,3,0,1,0,0,0,0,2,3,44,2,0,0,0,0,1,3,0,1,0,0,0,0,0,1,0,5,2,0,1,0,2,2,0,0,0,2,2,4,1,0,0,1,25,0,7,4,1,7,12,9,1,2,2,1,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8,2,1,12,0,0,0,0,4,0,1,0,0,5,0,2,0,2,0,0,0,0,0,2,0,0,7,1,0,0,6,1,2,0,10,1,1,1,1,0,0,0,0,2,1,0,0,0,5,2,0,2,0,1,1,2,2,1,0,2,1,1,0,1,1,6,10,1,2,1,0,7,2,4,3,1,0,0,0,0,1,1,0,3,0,0,0,2,0,1,1,1,0,0,0,0,1,0,0,0,1,0,2,1,1,4,1,0,0,1,1,0,1,0,3,1,0,0,0,0,0,3,1,0,1,3,1,0,2,0,0,0,0,1,0,1,0,0,0,1,9,1,1,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,2,1,1,0,0,0,7,0,1,2,2,8,0,0,1,0,0,0,0,1,0,1,0,2,10,2,0,0,0,2,0,0,0,0
