file_name,а,без,было,в,время,все,всех,даже,для,до,его,если,же,за,и,из,их,как,когда,которые,который,может,мы,на,не,нет,но,он,оно,от,партии,по,при,рабочих,с,со,социал,так,тем,теперь,того,только,у,уже,что,чтобы,это,этой,более,борьбы,бы,был,быть,во,вопрос,всего,г,демократии,ее,есть,еще,или,им,к,лишь,между,можно,нам,нас,ни,о,об,она,они,организации,очень,политической,пролетариата,против,революции,россии,своей,себе,себя,то,том,чем,эти,этом,этот,будет,были,дело,именно,ли,т,этого,была,тов,я,author_folder
martov_borba_za_svobodu_I.txt,10,1,6,101,2,10,13,3,25,3,28,9,9,22,122,7,6,20,12,4,1,5,11,39,53,3,13,9,1,21,3,3,3,1,33,3,10,12,5,2,11,12,3,6,39,9,8,4,3,9,17,0,4,3,8,4,22,3,2,2,3,6,5,23,2,5,1,4,3,6,21,9,6,10,1,0,8,7,11,4,4,5,4,4,18,5,6,5,5,11,10,1,7,7,9,4,5,0,0,0,martov
martov_boykot_dumy_i_rev_samoupravlenie_I.txt,25,1,5,117,6,10,4,2,16,10,13,17,17,8,110,15,16,22,6,8,1,13,17,51,68,1,23,9,6,33,4,23,9,0,25,5,10,11,10,10,10,17,6,9,59,13,23,4,15,3,21,1,10,8,6,7,6,17,6,10,8,10,6,45,3,9,2,7,4,6,22,2,5,15,3,5,5,7,5,6,3,4,12,2,33,6,6,1,9,2,15,4,7,7,1,10,4,3,5,3,martov
martov_demokraty_ponevole_I.txt,3,1,11,42,4,5,3,2,5,2,6,10,3,12,46,4,1,13,5,3,1,2,12,20,44,1,9,12,1,3,1,8,2,1,11,0,4,3,1,1,4,7,2,3,40,4,22,2,0,1,8,0,4,1,3,0,4,3,1,3,2,1,0,7,0,0,0,0,6,3,12,1,5,5,0,1,0,2,2,1,1,0,1,3,5,3,0,4,3,3,5,2,0,0,3,0,5,2,0,8,martov
martov_gibel_port_artura_I.txt,1,0,2,36,0,6,2,2,10,3,10,1,2,12,49,3,1,14,4,1,2,1,2,11,6,0,3,2,0,7,0,6,1,0,22,1,1,0,2,7,1,4,1,0,12,1,8,5,0,0,2,0,0,2,4,0,0,1,0,0,1,5,1,4,0,1,1,0,0,3,8,2,3,3,0,0,0,1,2,0,4,1,3,1,2,4,1,2,0,3,1,1,1,1,1,0,3,1,1,0,martov
martov_golod_idet_I.txt,2,0,0,17,2,2,6,0,2,0,1,6,1,10,31,0,6,3,1,5,2,0,0,13,10,1,2,1,0,2,0,1,1,2,6,0,0,1,1,0,1,1,1,1,4,1,3,0,1,4,0,0,0,1,0,3,2,0,1,0,5,2,0,7,0,0,1,0,0,0,5,1,1,0,2,0,1,2,10,0,2,0,0,1,2,0,0,0,3,3,1,0,0,0,1,0,0,1,0,0,martov
martov_itogi_polit_razvitiya.txt,6,0,12,206,15,23,7,4,34,11,24,4,21,22,249,12,9,18,3,4,2,1,2,60,45,0,28,13,3,21,3,11,13,5,67,9,5,2,14,1,6,11,1,16,4,4,16,9,24,13,3,10,4,11,0,5,1,1,10,0,10,15,5,51,18,14,2,0,0,9,10,1,5,4,0,0,4,25,19,6,25,5,5,7,17,1,9,7,1,2,0,6,1,3,0,0,6,9,0,0,martov
martov_itogi_zemskogo_parlamenta_I.txt,5,2,11,47,2,7,2,2,8,0,17,3,2,5,53,7,9,9,5,2,2,4,6,28,30,0,10,9,0,8,2,10,0,0,15,0,1,6,1,1,8,8,0,1,13,12,3,3,5,1,7,1,4,1,0,2,3,2,2,0,6,2,1,16,0,1,0,4,0,5,3,2,2,6,1,1,4,4,7,2,1,1,2,2,6,1,0,1,1,3,3,2,1,0,0,0,4,2,0,0,martov
martov_klass_protiv_klassa.txt,12,5,2,81,3,16,5,3,17,4,34,4,9,24,141,13,13,7,16,5,4,3,3,26,43,3,14,8,2,22,0,6,2,12,28,6,2,4,7,2,10,9,11,4,26,22,7,5,5,10,4,3,2,7,0,6,0,0,5,8,3,1,4,18,1,6,0,0,1,3,3,0,9,5,0,0,0,2,24,0,1,7,4,14,14,3,5,4,3,4,6,1,2,0,1,0,4,2,0,3,martov
martov_krovavoe_bezumie.txt,6,0,1,43,0,7,1,1,6,2,0,1,4,7,43,11,2,6,0,0,2,6,3,12,17,1,5,0,0,7,4,2,0,0,12,0,2,1,0,1,5,0,0,6,19,4,4,2,0,1,3,1,9,2,0,1,1,0,1,1,1,3,0,5,1,2,2,1,0,0,1,0,3,4,0,0,0,2,3,1,6,1,0,1,2,2,0,2,1,5,4,2,2,2,3,0,1,0,0,0,martov
martov_liberal_izmeny_I.txt,4,1,0,63,5,2,3,1,6,2,4,4,11,7,44,4,11,11,3,4,3,3,3,18,19,1,10,5,4,15,1,11,4,0,22,3,1,2,4,6,0,4,0,1,23,7,4,2,1,3,3,0,2,1,1,2,1,2,4,1,5,1,5,19,0,4,0,0,0,1,14,4,0,17,1,1,3,1,9,0,0,7,0,2,8,3,1,2,1,4,1,2,4,2,1,0,4,2,0,0,martov
martov_liberal_realizm_I.txt,10,2,2,68,3,7,3,4,17,2,6,6,16,5,91,7,8,14,6,2,9,7,4,36,56,3,10,9,0,25,3,6,5,0,24,1,2,4,4,3,6,7,1,8,37,9,3,4,1,8,6,2,4,3,5,3,17,6,5,4,2,5,5,24,1,11,1,3,0,10,12,5,7,6,1,0,10,2,7,11,4,6,2,3,8,3,0,4,5,4,6,1,0,3,6,3,4,0,0,1,martov
martov_mirovoy_bolshevizm_NQ.txt,40,5,19,630,24,40,27,9,78,26,91,23,53,27,558,58,53,124,47,37,17,28,33,168,185,4,57,31,10,82,11,54,34,11,120,7,12,32,20,6,36,48,15,20,143,23,61,26,22,16,33,14,30,31,10,15,16,21,35,27,31,31,12,125,23,29,11,4,3,22,69,9,14,39,21,1,25,82,17,57,8,15,21,12,61,32,16,23,13,22,6,19,7,35,18,14,24,17,0,3,martov
martov_nash_cyezd_I.txt,8,3,9,71,4,13,2,0,17,3,12,1,9,9,92,11,6,10,4,5,3,4,11,30,31,2,13,4,1,7,37,15,8,0,22,3,17,7,12,3,5,18,1,3,37,6,7,8,10,4,5,7,6,1,7,8,0,9,0,1,9,2,3,17,3,8,2,5,1,4,15,5,0,2,20,4,6,7,2,1,1,6,8,2,13,2,8,2,3,2,6,2,2,1,4,2,6,5,0,0,martov
martov_ne_nachalo_li_povorota_I.txt,7,1,5,110,3,3,2,4,19,6,15,14,7,9,68,3,10,15,7,5,2,11,11,37,42,1,17,10,3,17,9,11,7,1,42,5,4,3,8,5,9,12,3,4,23,11,19,7,9,5,12,1,5,4,7,3,0,3,5,4,7,9,4,23,5,5,2,1,2,5,12,6,1,24,6,5,7,6,3,6,6,8,4,6,13,3,4,4,9,3,5,1,1,1,10,0,4,2,0,0,martov
martov_o_4_syezde_Bunda_I.txt,2,0,1,34,3,2,2,0,10,6,1,1,3,0,17,7,0,9,2,1,0,5,4,12,13,0,4,3,0,7,7,4,1,1,10,0,4,0,0,0,0,4,0,0,14,1,5,1,2,0,3,0,2,5,3,1,5,2,4,0,1,1,0,3,1,2,1,0,1,1,8,5,2,0,0,0,1,4,1,0,6,1,3,0,5,2,1,0,1,1,1,0,0,1,3,4,4,1,0,0,martov
martov_o_terrore_I.txt,9,1,6,99,3,15,3,0,20,3,12,6,10,15,79,8,3,18,11,9,3,6,10,39,32,4,15,1,3,9,7,9,4,5,30,0,29,2,3,6,7,13,1,2,31,10,9,4,4,17,14,6,6,8,12,3,5,8,0,1,2,5,4,22,1,0,1,1,4,7,11,3,4,6,5,4,11,6,3,2,7,3,2,2,12,4,3,2,4,9,3,3,10,3,3,0,5,4,0,0,martov
martov_polit_partii_v_Rosii.txt,52,13,15,229,14,34,15,7,27,11,18,9,32,91,344,28,33,48,23,16,2,11,13,108,126,4,67,5,5,51,75,38,16,11,81,2,15,28,12,12,26,27,9,12,102,45,23,16,14,14,14,1,10,6,2,10,10,1,5,15,17,21,21,47,7,25,7,2,2,11,30,5,16,59,4,5,7,5,27,6,18,9,15,5,50,14,6,15,4,1,10,11,8,1,2,10,7,8,0,0,martov
martov_pravitelstvo_na_skamye_podsudimyh_I.txt,9,2,3,67,3,12,2,3,6,0,7,0,6,3,57,10,7,7,8,1,4,1,0,34,19,1,10,3,2,3,0,9,1,3,15,1,3,1,5,0,5,3,2,3,22,8,8,10,2,0,2,2,0,6,0,4,2,0,1,2,3,2,2,6,1,2,1,0,0,3,10,1,2,3,0,0,1,0,4,2,2,2,1,0,4,4,2,1,4,5,0,4,3,2,0,1,4,0,0,2,martov
martov_probuzhdenie_demokratii_I.txt,6,4,0,84,9,7,6,2,12,3,9,10,5,15,98,10,7,12,3,2,2,5,32,33,36,1,10,2,4,16,9,18,5,4,37,3,8,1,3,2,10,13,2,5,20,10,9,8,15,6,18,0,2,11,3,3,3,12,3,0,1,6,6,22,4,5,1,5,4,1,13,5,7,3,4,3,18,21,8,1,2,9,2,1,7,4,3,2,1,4,4,3,4,1,7,4,7,0,0,0,martov
martov_razgrom_I.txt,7,5,5,76,2,10,5,6,9,1,14,3,3,8,96,8,3,13,3,4,3,12,3,25,54,3,10,11,2,17,3,5,2,2,25,2,0,5,3,7,3,7,2,10,31,9,7,2,5,2,3,1,10,4,0,3,0,0,4,0,13,8,2,12,1,2,1,1,0,4,11,0,9,4,1,2,10,2,7,0,2,4,2,2,4,7,2,2,3,3,6,1,3,1,3,2,12,0,0,0,martov
martov_slezy_starogo_krokodila_I.txt,8,1,1,67,3,5,4,2,8,1,11,5,8,9,63,12,8,14,5,1,2,2,7,20,24,5,10,6,0,17,1,8,1,2,17,2,2,5,3,1,1,7,4,4,33,5,11,1,4,1,6,0,5,1,0,4,15,0,3,2,1,2,1,15,1,0,1,3,1,1,11,5,0,4,0,2,1,0,6,0,0,3,2,3,10,3,3,1,0,1,0,0,1,0,2,1,1,2,0,0,martov
martov_soc_dem_1905_1907.txt,3,0,3,66,4,0,4,0,8,3,7,2,6,6,62,4,5,14,0,1,1,1,0,18,11,1,6,0,0,6,6,6,7,2,23,1,4,3,2,0,3,4,3,1,4,3,2,1,2,2,2,0,2,5,2,0,0,9,7,1,1,1,1,9,4,2,1,0,0,0,4,1,3,0,5,0,13,11,5,4,3,3,1,0,7,1,1,2,1,2,1,1,1,3,0,0,0,0,0,0,martov
martov_tak_li_my_gotovimsya_I.txt,6,1,8,83,7,21,10,2,20,3,20,5,6,6,97,7,7,13,13,7,3,10,14,37,34,1,7,0,7,5,12,7,6,3,21,5,7,9,11,2,6,10,4,6,20,13,7,6,5,8,24,3,6,8,1,5,2,1,1,0,4,8,4,20,0,6,2,5,6,5,8,1,4,4,17,3,13,6,2,3,1,4,3,6,10,2,12,2,1,5,14,2,0,3,6,1,3,0,0,0,martov
martov_voyna_i_ross_dem.txt,25,7,6,302,17,20,7,7,52,14,21,22,20,49,273,25,20,44,8,11,12,23,35,101,128,5,29,8,8,41,1,17,18,5,74,6,9,8,16,4,24,15,10,14,80,22,25,15,12,19,56,9,13,41,12,7,3,27,33,9,12,30,3,61,6,9,6,5,4,30,18,1,23,5,11,3,4,19,18,22,49,3,18,16,34,18,1,8,3,15,13,2,5,1,15,3,14,11,3,4,martov
ortodox_eshe1_kritik_Marxa.txt,7,0,7,51,1,5,0,1,7,2,16,4,11,3,57,8,1,25,1,3,3,1,5,16,35,3,8,17,0,7,0,8,1,0,16,2,0,10,3,0,3,2,0,2,25,2,11,5,0,0,9,10,2,6,3,2,2,1,4,4,3,8,1,15,0,4,1,2,2,4,9,0,2,0,0,3,0,1,6,2,0,2,1,1,7,8,4,1,0,2,0,1,1,3,6,6,5,1,0,0,ortodox
ortodox_pismo_evreya_k_evreyam_I.txt,11,0,2,47,1,9,1,3,16,1,6,10,10,7,82,8,5,28,7,5,3,10,9,38,29,1,14,12,1,7,2,6,2,2,23,2,10,5,3,0,8,13,7,0,42,6,8,3,10,2,15,7,6,2,7,0,0,0,4,3,1,6,3,20,0,6,3,0,2,6,5,1,3,2,7,2,1,6,2,0,1,2,4,3,11,10,3,1,0,3,5,3,5,2,2,1,5,0,0,4,ortodox
ortodox_v_otvet_Bovu_I.txt,11,2,5,94,1,7,1,5,13,3,7,14,15,6,145,6,8,28,11,8,5,9,21,50,53,3,22,12,4,8,3,10,3,0,42,4,21,12,5,1,12,14,4,1,52,9,10,4,6,2,18,4,4,9,5,1,0,1,6,4,1,2,3,29,3,10,7,5,2,7,14,6,9,4,2,7,3,7,9,0,1,5,2,3,27,11,7,4,8,5,2,4,3,7,2,1,8,1,20,0,ortodox
parvus_bez_tsarya_pravitelstvo_rabochee.txt,9,1,1,8,0,6,2,2,2,0,6,4,1,9,26,3,1,5,4,1,0,0,0,5,17,1,6,5,1,7,0,2,1,3,9,0,0,1,1,4,0,7,6,1,7,2,2,1,0,0,0,1,0,0,0,1,0,0,1,0,2,2,2,4,0,0,0,0,1,2,3,0,0,2,0,0,2,0,3,2,1,3,1,1,4,1,2,0,0,0,10,0,0,0,0,1,0,0,0,0,parvus
parvus_borba_protiv_tsarizma.txt,2,3,1,36,4,2,0,2,6,2,1,4,4,1,34,3,1,13,0,4,2,6,7,14,10,1,6,7,0,3,1,2,3,2,2,3,0,3,5,1,0,5,1,3,5,3,3,6,2,1,6,0,5,0,1,3,0,4,2,0,5,4,6,9,0,4,1,1,1,1,1,0,5,1,0,0,1,2,5,1,5,2,7,3,7,1,2,0,0,1,9,0,0,0,1,0,2,0,0,3,parvus
parvus_do_9_january_predislovie.txt,14,6,7,96,5,15,6,5,6,12,10,8,7,15,97,9,16,12,4,4,4,5,11,30,45,1,21,14,7,11,7,10,12,7,33,3,18,4,13,3,2,15,0,13,25,10,19,3,11,8,3,0,3,15,0,3,0,8,6,2,12,4,0,25,1,2,1,3,2,5,11,1,6,14,4,5,13,19,7,15,25,9,3,3,16,4,12,3,6,3,15,3,1,2,1,0,1,4,0,1,parvus
parvus_hod_revolucii.txt,5,1,0,35,1,6,4,1,4,1,12,3,8,6,42,3,2,7,3,1,0,3,3,14,23,1,9,1,15,2,4,3,8,5,9,1,4,1,3,1,1,6,3,7,10,6,5,2,1,3,1,0,4,6,2,1,0,1,0,1,0,7,0,3,1,4,0,1,3,3,0,0,3,2,1,0,7,5,1,6,0,2,2,1,9,1,3,0,1,1,8,1,0,1,1,0,3,0,0,0,parvus
