file_name,а,без,было,в,время,все,всех,даже,для,до,его,если,же,за,и,из,их,как,когда,которые,который,может,мы,на,не,нет,но,он,оно,от,партии,по,при,рабочих,с,со,социал,так,тем,теперь,того,только,у,уже,что,чтобы,это,этой,более,борьбы,бы,был,быть,во,вопрос,всего,г,демократии,ее,есть,еще,или,им,к,лишь,между,можно,нам,нас,ни,о,об,она,они,организации,очень,политической,пролетариата,против,революции,россии,своей,себе,себя,то,том,чем,эти,этом,этот,будет,были,дело,именно,ли,т,этого,была,тов,я,author_folder
dubia_finans_manifest.txt,1,3,1,12,1,2,3,1,2,1,3,1,1,4,31,3,1,2,1,1,1,1,2,10,8,2,1,1,4,2,3,7,4,1,6,1,1,1,1,1,1,2,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dubia
dubia_nasushnie_zadachi_I.txt,8,2,1,49,2,9,4,1,7,4,6,2,3,4,57,3,1,3,1,3,0,2,12,24,20,1,7,3,1,12,8,1,5,6,17,1,17,1,0,0,2,10,0,6,13,5,9,3,1,8,1,1,2,8,2,4,1,4,3,3,2,2,2,11,4,2,2,1,2,1,5,1,1,1,6,2,8,4,5,1,5,4,1,1,2,4,1,5,3,1,0,0,0,0,0,0,0,0,0,0,dubia
dubia_novoe_poboishe_I.txt,6,2,4,24,7,5,3,5,2,2,1,3,7,11,72,3,5,6,7,6,2,1,12,21,37,2,11,1,3,11,1,6,6,19,19,4,0,4,4,3,2,10,4,10,18,1,3,2,3,5,1,4,0,4,0,0,0,0,0,2,2,2,3,10,1,0,0,1,3,2,9,3,0,3,1,2,2,0,2,0,0,0,0,1,5,3,2,5,4,1,5,5,2,3,5,2,3,0,0,0,dubia
dubia_ot_red_iskry_I.txt,8,0,3,36,2,12,5,3,7,1,10,0,2,2,63,5,1,9,2,3,2,2,24,14,16,1,6,0,0,5,8,5,2,1,15,1,24,3,3,1,2,8,0,5,12,3,4,3,3,2,7,1,2,4,2,3,1,3,5,2,1,4,1,8,2,4,0,2,1,0,8,0,3,0,0,1,3,2,3,0,5,2,0,1,1,3,2,1,2,3,5,0,0,1,2,1,3,1,0,0,dubia
dubia_ot_red_na_pismo_parvusa_I.txt,0,0,0,4,0,0,0,0,0,0,4,1,0,0,5,0,0,3,0,0,0,1,1,2,4,0,2,2,0,5,0,4,0,0,2,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,1,0,0,7,0,dubia
dubia_poslednee_slovo_bund_I.txt,2,2,4,21,0,4,4,4,2,3,2,3,2,0,31,4,0,9,2,5,0,2,2,11,22,1,3,3,1,6,15,6,1,2,10,1,3,0,1,1,6,6,1,2,11,3,6,1,1,0,9,1,3,0,0,0,0,0,0,3,4,2,0,9,2,1,1,2,1,4,10,0,0,1,4,0,0,4,0,0,1,2,2,0,2,2,0,1,0,1,0,0,0,1,0,0,3,1,0,0,dubia
dubia_priznaki_bankrotstva_I.txt,6,1,3,52,5,4,4,1,7,2,11,2,9,4,51,7,6,9,3,0,0,3,7,17,32,3,6,2,9,6,0,3,4,0,21,3,1,3,3,3,8,2,4,4,23,4,7,0,0,4,5,1,5,1,2,3,2,0,2,1,1,6,3,9,1,3,2,1,2,2,6,4,0,3,1,1,1,1,1,0,1,0,0,1,4,5,3,2,3,1,5,1,2,0,4,1,8,1,0,0,dubia
dubia_slovo_mosc_vedomostyam_I.txt,14,1,13,51,3,10,2,5,18,5,18,12,6,9,65,10,11,8,9,1,0,5,0,17,48,4,16,5,3,13,2,7,4,0,27,2,1,5,6,3,3,2,2,4,26,2,7,2,4,3,24,0,7,5,0,4,1,1,3,1,3,9,3,12,4,1,2,0,2,13,14,1,2,4,0,2,1,0,4,0,7,2,0,3,18,2,6,1,0,1,8,0,1,1,1,1,8,4,0,0,dubia
dubia_zakon_o_voznagr_I.txt,13,3,1,45,0,13,8,6,10,7,11,5,4,22,104,11,9,7,2,11,2,4,4,18,37,1,10,4,0,17,0,10,9,24,17,0,1,3,5,1,4,16,3,5,17,5,19,2,6,1,6,1,6,3,0,3,0,0,1,2,8,9,3,10,3,3,2,1,2,3,16,3,0,0,0,1,1,1,1,0,2,0,3,4,4,2,9,5,3,2,4,0,3,3,1,4,6,1,0,0,dubia
krupskaya_k_voposu_o_shkole.txt,6,1,2,58,3,8,0,0,4,1,10,10,6,2,66,5,15,12,2,2,0,6,0,19,27,1,11,20,1,5,0,10,4,0,19,0,0,3,4,0,6,5,4,2,16,9,17,7,0,0,6,0,8,2,1,1,0,0,3,1,4,6,6,19,6,5,2,0,0,1,12,1,7,7,4,8,0,0,0,0,0,1,4,3,11,2,5,1,5,0,7,2,7,1,1,0,3,1,0,6,krupskaya
krupskaya_o_staroy_iskre.txt,3,5,2,40,1,8,3,1,3,2,1,4,1,14,26,7,4,9,1,1,1,1,0,15,19,0,6,6,0,2,6,9,1,10,29,1,5,0,1,1,0,3,1,0,10,1,2,2,0,9,14,0,1,1,0,4,1,3,8,2,2,0,1,10,0,1,0,0,0,0,5,1,7,6,1,0,0,0,1,0,7,3,1,2,1,6,1,0,0,0,2,2,1,2,1,0,3,6,0,0,krupskaya
krupskaya_samoubiystva_uchashihsya.txt,19,0,3,83,6,10,2,0,5,3,14,4,7,10,80,6,10,20,5,1,1,8,0,27,41,2,14,22,0,7,0,13,3,0,41,3,0,14,5,1,4,15,3,2,31,15,14,2,5,0,5,1,13,4,3,2,6,0,7,0,2,9,3,17,8,3,1,0,0,2,16,2,6,3,2,0,0,0,0,0,0,0,10,3,12,5,2,3,8,2,8,3,2,0,2,2,4,0,0,1,krupskaya
krupskaya_shkolnie_kolonii.txt,5,0,1,30,1,2,1,2,14,2,0,2,4,4,35,2,3,3,0,1,1,0,2,8,13,2,8,0,2,1,0,4,2,1,7,0,0,2,0,0,2,4,3,1,3,1,2,0,1,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,2,0,3,2,1,3,0,0,0,0,0,0,0,0,0,4,2,0,1,1,3,0,0,0,2,0,3,2,1,0,0,0,krupskaya
krupskaya_sovmestnoe_obuchenie.txt,19,2,2,93,0,7,2,4,7,1,14,7,7,6,111,8,9,23,7,3,1,18,5,48,48,4,17,19,2,10,0,7,12,0,30,0,0,14,4,0,8,5,9,7,43,11,9,4,5,1,10,2,12,5,19,5,16,0,5,1,3,15,2,24,4,14,2,1,0,0,26,4,6,9,0,5,0,0,4,0,0,2,3,1,16,3,11,8,8,5,8,0,3,1,16,5,6,0,0,8,krupskaya
krupskaya_zhenshina_rabotnitsa.txt,49,17,14,312,20,48,24,6,32,13,21,26,44,62,326,21,35,77,16,12,4,34,17,172,183,20,40,20,3,44,2,34,21,28,85,2,0,35,9,10,23,34,27,10,138,49,33,5,10,4,33,1,15,18,0,5,8,0,43,9,19,18,22,36,16,9,7,0,4,28,38,7,74,51,1,16,4,2,3,0,10,6,12,19,37,16,28,11,2,4,30,5,23,0,11,9,9,6,0,1,krupskaya
lenin_183_students_I.txt,4,1,5,33,1,7,3,2,5,5,5,4,0,6,64,3,10,10,1,2,1,5,1,20,20,3,10,3,6,8,0,3,0,2,15,3,2,6,1,2,3,3,4,3,14,6,8,2,2,1,6,1,3,5,0,4,2,0,1,5,2,1,0,10,1,1,0,0,3,0,1,1,2,7,3,2,1,0,4,1,0,2,0,3,2,1,3,1,0,2,2,2,0,0,3,1,1,2,0,0,lenin
lenin_1st_of_may.txt,10,0,1,24,0,11,5,0,4,2,7,0,1,15,52,3,5,2,5,2,0,1,0,16,7,2,4,1,0,8,1,3,1,6,2,1,2,0,2,1,2,5,3,1,4,3,2,2,8,1,2,0,3,0,0,2,0,0,1,0,2,0,0,16,0,0,0,2,0,0,0,0,1,12,0,0,0,3,4,0,6,2,1,1,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,lenin
lenin_anarhizm_i_socializm.txt,5,0,1,20,0,2,1,2,4,1,3,3,2,6,27,3,8,4,0,0,0,1,4,7,12,0,1,0,1,1,3,2,0,13,5,2,1,1,2,0,0,1,0,2,1,1,3,1,1,4,4,1,1,1,1,1,0,0,0,1,1,9,0,4,2,2,0,1,0,1,4,0,0,4,3,0,2,4,1,5,3,0,0,0,1,1,3,1,0,0,1,0,0,0,2,0,4,0,0,0,lenin
lenin_chego_dobivaemsya.txt,9,3,6,52,1,13,7,1,10,3,9,7,0,8,119,11,4,13,1,11,2,1,35,24,35,5,5,1,0,6,42,7,2,2,15,1,7,5,1,5,1,11,13,8,23,7,4,3,3,14,13,0,3,8,1,2,0,2,8,3,3,3,2,14,12,4,4,1,10,7,12,2,0,3,6,0,1,1,14,0,3,0,1,7,12,1,3,2,1,6,0,4,0,1,5,2,4,1,2,0,lenin
lenin_china_war_I.txt,7,1,2,37,1,3,2,2,4,3,5,1,5,6,58,8,3,11,2,8,0,0,1,23,29,1,8,0,10,12,0,7,0,6,18,1,0,6,0,7,1,11,4,7,12,4,4,2,5,0,2,0,0,3,0,2,2,0,1,3,6,4,1,12,0,0,2,0,0,0,9,0,4,8,0,1,1,0,5,0,2,1,1,2,2,2,2,4,3,2,0,0,0,1,4,2,1,0,0,0,lenin
lenin_chto_delat'.txt,307,51,79,1175,50,165,115,64,214,96,125,124,177,170,2051,174,103,302,72,93,51,98,331,517,846,45,236,98,44,144,52,223,73,151,498,44,283,118,75,66,109,268,114,108,601,132,302,75,93,117,243,24,99,99,49,51,24,80,62,78,100,133,29,286,20,51,55,70,110,82,290,65,44,95,130,55,91,29,54,12,51,59,71,58,207,83,93,74,59,48,42,39,100,116,76,75,95,34,0,49,lenin
lenin_era_reform_I.txt,14,6,3,48,3,5,2,7,15,2,4,1,3,5,83,10,13,13,6,7,1,11,6,30,35,3,6,1,2,12,1,16,7,31,11,4,5,3,2,3,2,17,1,2,8,8,12,2,11,1,7,0,11,6,0,1,0,1,0,0,4,7,0,15,1,4,0,0,0,7,14,5,1,3,3,3,3,0,4,1,1,2,2,1,4,5,5,4,3,3,7,0,0,3,6,3,2,1,0,0,lenin
lenin_k_der_bednote_cdprogramma.txt,206,51,32,457,8,164,86,40,138,39,28,36,70,140,981,99,79,125,47,57,8,40,90,260,399,48,87,34,13,137,7,113,33,92,130,27,124,47,24,57,29,92,162,49,184,120,105,27,26,38,37,9,47,32,5,79,2,0,19,55,64,71,33,60,3,22,31,29,24,47,64,22,11,82,0,33,10,5,47,0,58,23,23,27,47,26,41,52,20,14,60,21,32,2,22,12,30,8,0,3,lenin
lenin_k_partii.txt,6,3,1,52,1,14,4,3,7,9,5,3,5,7,84,12,8,7,1,8,1,9,17,16,33,2,7,10,9,5,41,10,2,1,21,2,4,2,3,6,0,12,6,5,6,8,5,3,14,11,8,1,2,4,3,3,0,2,8,0,4,4,2,21,3,1,1,2,5,2,5,1,4,3,3,0,0,0,7,0,1,3,1,3,4,1,5,0,3,0,0,2,1,0,2,2,1,2,0,0,lenin
lenin_l_n_tolstoy.txt,12,2,1,41,4,3,1,1,7,2,14,0,1,6,67,7,2,6,3,9,2,0,0,18,18,0,4,5,0,4,1,3,1,0,16,0,1,1,3,0,6,7,1,1,12,6,8,1,3,5,0,0,1,6,1,1,0,4,4,3,1,2,2,8,0,0,1,0,0,0,6,2,0,7,0,1,1,1,4,5,3,6,1,0,6,2,1,0,0,1,0,1,0,1,0,1,0,3,0,0,lenin
lenin_les_beaux_esprits_I.txt,2,0,0,33,1,4,3,2,1,2,3,0,2,1,63,2,1,7,2,0,3,2,3,9,20,0,4,2,0,4,1,7,0,0,11,3,3,1,0,2,0,4,4,5,15,1,4,0,0,0,1,2,6,4,0,0,0,1,4,0,1,0,3,7,0,1,3,1,0,4,3,0,0,8,0,2,0,1,5,0,2,1,2,0,2,3,0,0,1,1,0,0,0,3,1,1,2,1,0,0,lenin
lenin_lntolstoy_i_rab_dvizhenie.txt,2,0,3,36,4,1,3,0,0,3,8,0,2,5,32,2,6,1,1,7,3,0,0,11,8,0,3,3,1,3,0,7,1,1,3,2,0,2,3,0,0,2,2,2,10,0,5,1,0,0,1,2,0,3,0,4,0,0,2,1,0,1,1,8,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,0,0,0,1,3,2,0,0,1,0,1,0,3,0,2,2,0,0,0,lenin
lenin_max_min_I.txt,15,4,3,59,2,7,1,2,4,2,2,5,5,7,62,7,0,10,2,2,3,3,14,15,44,2,7,5,2,9,19,3,5,0,14,2,2,8,1,4,4,8,4,3,33,7,20,3,0,1,6,0,7,4,1,1,0,0,4,4,7,8,2,11,2,3,4,3,3,7,10,5,1,3,4,1,0,1,2,0,0,2,0,3,8,3,0,2,4,4,3,2,1,7,10,1,2,0,0,0,lenin
lenin_nacionalniy_vopros_I.txt,13,4,4,64,4,5,5,6,4,6,5,9,3,14,91,3,0,16,6,3,4,5,34,27,51,3,14,4,2,10,4,11,8,2,31,5,14,14,2,6,7,13,2,3,18,8,10,4,5,10,8,0,3,3,5,2,2,6,9,2,6,9,1,24,6,2,0,3,5,3,4,0,2,6,1,0,6,13,11,5,6,3,2,2,9,1,5,2,3,2,4,1,1,9,3,4,7,5,0,0,lenin
lenin_narodnichestvo_I.txt,10,0,3,83,3,3,1,1,3,5,11,2,9,5,96,8,5,21,1,2,2,2,3,31,36,1,9,9,1,12,0,8,4,1,24,0,9,6,5,0,5,5,4,9,19,6,11,2,4,2,6,1,5,3,1,1,18,1,7,2,2,10,0,14,4,2,0,2,3,1,10,3,4,5,0,4,1,0,4,2,7,1,2,5,9,4,0,5,3,1,1,1,3,6,3,6,6,0,0,1,lenin
lenin_ne_potuhla_iskra.txt,38,4,26,179,2,25,3,5,12,16,29,12,21,18,205,11,7,35,13,2,5,8,94,53,133,5,22,59,4,24,2,30,6,0,61,5,3,28,5,6,7,18,17,16,140,3,50,5,3,0,19,13,13,2,4,1,52,0,2,1,10,6,1,30,1,12,3,13,29,11,23,8,4,8,1,10,1,0,9,0,3,5,3,15,27,7,8,10,6,7,12,7,22,13,6,5,9,5,0,58,lenin
lenin_nepodan_zayzvlenie.txt,5,3,9,23,0,4,2,1,4,4,5,8,2,5,40,6,1,2,0,3,2,3,3,15,15,0,1,4,0,2,4,9,3,0,4,2,0,0,1,4,0,1,0,2,17,3,5,0,1,1,7,0,4,0,3,0,0,0,2,1,4,3,1,7,1,1,1,1,0,1,14,2,0,1,0,0,0,0,5,0,0,4,0,1,4,2,0,2,0,4,2,1,2,4,0,0,4,1,0,16,lenin
lenin_nuzhna_li_partiya_I.txt,8,4,1,34,0,3,1,4,2,5,3,3,5,5,57,6,7,4,2,1,1,1,11,16,31,1,5,2,0,5,15,6,3,11,21,3,13,2,2,2,0,5,0,3,17,2,8,2,0,6,9,2,2,2,1,2,3,0,4,3,7,5,0,12,1,1,2,1,0,2,11,2,2,5,6,0,4,5,4,1,5,2,1,1,9,1,2,3,2,2,0,0,0,6,3,1,2,1,0,0,lenin
lenin_o_manifeste_armyan_I.txt,5,0,1,28,1,1,3,0,8,3,4,1,2,5,39,4,5,6,0,0,0,2,14,15,10,0,2,3,1,3,2,6,0,6,9,2,16,1,0,1,0,3,0,2,6,2,3,0,5,5,2,0,2,3,0,2,0,2,0,0,3,2,0,13,4,1,2,2,1,2,5,0,1,0,1,0,2,10,2,1,6,5,2,0,4,0,0,1,0,3,1,0,3,1,1,3,2,2,0,0,lenin
lenin_ob_obstoyatelstvah.txt,7,1,2,36,0,2,0,4,6,4,2,8,4,9,51,7,5,4,3,0,0,6,1,29,38,0,5,6,0,5,4,4,5,0,19,2,1,13,1,5,5,3,3,3,35,4,14,0,1,0,9,3,5,3,0,0,3,0,2,1,6,3,2,15,5,1,0,1,1,6,14,7,0,1,0,1,0,0,6,0,0,1,2,3,9,2,4,1,3,1,1,1,1,8,5,1,3,3,19,29,lenin
lenin_ot_narodnichestva_marx.txt,4,3,1,54,3,6,1,3,2,1,5,1,10,4,77,6,3,16,2,2,1,4,7,19,32,0,7,0,2,6,2,2,4,0,25,6,5,3,4,3,0,5,8,8,23,1,7,2,6,4,7,0,2,7,3,2,0,4,4,5,3,5,1,13,3,4,0,0,6,2,9,2,4,6,0,1,2,5,16,1,7,3,2,3,6,1,3,0,1,3,2,2,0,6,2,0,3,0,0,1,lenin
lenin_otvet_na_kritiku.txt,44,6,12,113,4,10,4,3,15,6,11,15,10,8,138,18,6,20,11,3,5,11,43,40,92,3,10,16,5,19,4,24,10,3,34,3,7,11,6,1,7,21,9,6,46,7,26,9,5,3,34,1,9,6,9,5,5,1,2,9,11,17,4,22,5,6,4,5,2,5,31,9,2,8,0,0,1,8,11,0,4,5,6,3,18,9,6,6,6,4,5,4,1,13,6,11,10,1,17,0,lenin
lenin_padenie_port_artura.txt,14,2,1,45,3,6,1,4,8,8,3,3,4,12,87,7,1,13,2,6,3,4,3,24,35,1,15,3,0,10,0,10,7,0,19,5,2,8,1,12,5,12,4,6,23,2,6,2,6,3,5,1,2,7,2,4,1,2,5,7,10,3,1,4,3,3,0,1,2,2,13,0,6,3,2,3,2,5,4,8,11,5,0,5,7,3,6,2,3,3,0,0,2,1,1,0,1,2,0,0,lenin
lenin_partiynaya_organizaciya_i_literatura.txt,7,2,0,34,1,9,1,4,8,3,2,2,5,8,64,3,0,5,1,4,1,8,11,9,30,4,10,1,2,16,10,3,1,2,13,0,11,2,0,4,5,6,5,1,10,7,13,3,1,0,4,1,11,6,2,3,1,2,7,4,4,12,0,4,4,4,0,1,5,1,6,1,3,1,3,0,0,5,0,2,5,1,0,1,7,4,1,1,1,2,6,2,7,0,1,3,0,3,0,1,lenin
lenin_pervaya_pobeda_revolucii.txt,6,1,5,55,2,7,4,5,7,7,5,1,5,9,66,9,2,5,7,5,1,3,6,20,34,3,10,3,6,11,1,6,2,3,15,1,4,1,1,8,2,12,3,10,17,5,9,1,7,4,4,0,2,5,1,6,0,1,8,3,23,3,0,8,3,1,0,2,1,2,13,1,2,1,4,2,4,5,2,12,6,3,2,1,10,1,1,4,0,3,3,3,1,0,3,0,1,2,0,0,lenin
lenin_pismo_v_iskru_I.txt,3,2,2,25,1,5,5,3,11,3,1,1,2,6,51,7,6,2,4,6,0,1,7,18,22,0,6,2,0,14,9,13,1,0,10,1,2,2,2,0,7,11,2,2,7,19,4,0,3,0,6,0,3,2,1,3,0,0,0,0,0,10,1,18,0,0,2,3,7,2,4,0,5,4,0,0,0,0,0,0,0,2,2,0,6,0,1,2,0,1,4,0,1,7,2,1,2,0,0,2,lenin
lenin_po_povodu_bunda_I.txt,13,2,8,53,2,1,7,2,3,4,9,6,3,3,57,6,2,9,3,1,0,1,21,19,49,0,8,8,2,10,7,15,0,0,18,0,8,2,1,1,1,3,0,5,39,2,9,2,1,0,10,3,2,2,3,0,3,0,0,1,4,7,0,6,1,2,1,6,0,3,15,1,0,2,2,2,1,2,3,0,3,1,0,1,7,3,4,3,2,2,1,5,1,3,5,0,8,1,0,0,lenin
lenin_pochemu_quit.txt,8,2,6,63,0,3,5,3,3,3,5,2,5,4,76,14,0,8,2,3,4,0,8,31,21,0,6,1,1,4,15,20,6,0,12,1,1,4,2,2,6,7,0,5,24,1,10,2,1,1,4,2,1,5,3,1,0,0,1,1,7,2,0,12,1,5,1,0,4,3,19,5,1,0,4,3,0,0,6,0,2,0,0,2,4,4,0,4,6,1,0,2,4,2,5,7,8,2,0,8,lenin
lenin_polozhenie_bunda_I.txt,23,2,2,97,4,7,6,5,5,1,12,9,18,13,99,17,9,23,4,7,5,6,7,28,40,7,9,8,3,6,30,16,7,2,25,2,13,2,3,1,7,17,4,4,41,3,19,8,3,1,12,2,6,7,8,2,2,7,8,11,9,6,1,34,1,4,4,4,2,9,10,7,2,10,3,2,3,23,6,0,4,3,1,3,16,4,4,4,2,3,3,3,7,8,6,7,6,4,0,6,lenin
lenin_pril_k_chto_delat'_I.txt,7,0,3,66,2,4,3,2,5,3,9,1,4,9,68,8,2,5,3,5,1,1,13,33,28,0,4,2,0,13,2,6,4,0,27,1,10,5,5,1,2,10,2,4,34,3,8,1,1,7,5,4,1,2,1,0,1,2,2,1,5,3,0,16,2,0,0,2,3,6,13,1,1,4,4,1,0,3,6,0,1,2,3,1,9,2,1,5,0,1,0,3,6,9,1,3,2,2,0,6,lenin
lenin_proekt_ustava_rsdrp.txt,3,0,1,13,0,6,1,0,2,1,2,3,0,2,25,3,2,4,0,0,0,0,0,5,4,0,0,2,0,0,13,2,1,0,2,1,1,2,1,0,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,3,0,0,8,0,4,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,lenin
lenin_rab_i_burzh_dem.txt,16,5,5,74,3,8,3,3,5,4,9,3,7,10,92,2,6,14,7,2,0,2,8,37,37,5,6,4,0,12,2,3,2,1,40,3,17,3,3,0,2,6,5,2,27,6,9,1,4,5,9,0,5,3,4,1,2,28,7,6,7,7,2,15,3,2,2,4,2,1,19,2,7,3,0,0,2,7,6,0,4,3,1,1,14,2,0,6,0,3,1,0,1,6,2,4,5,3,0,0,lenin
lenin_rab_partya_krestvo_I.txt,10,2,4,43,2,9,4,4,19,2,5,6,4,17,108,11,13,9,5,8,1,6,22,33,42,1,14,2,5,26,3,8,4,7,13,3,8,2,2,4,10,14,4,7,30,7,9,2,2,6,10,1,2,8,2,5,2,2,2,2,6,6,2,12,0,2,0,1,2,3,11,3,4,1,0,0,4,0,3,0,2,2,1,2,4,0,2,5,1,2,5,7,2,3,3,2,2,2,0,0,lenin
lenin_rasskaz_o_II_cyezde.txt,12,8,17,113,5,13,9,10,13,12,11,3,10,30,176,22,18,23,14,5,6,2,6,72,69,1,13,8,2,16,24,35,6,0,38,5,5,5,9,1,4,13,7,10,47,9,21,1,3,8,10,22,6,10,6,6,1,2,5,6,18,12,1,32,8,5,2,0,0,5,31,15,2,4,22,5,0,1,22,0,1,1,3,3,7,3,3,6,10,8,4,9,9,3,3,17,9,8,0,20,lenin
lenin_rec_parvus.txt,0,0,0,15,2,1,0,0,4,1,0,1,0,0,16,2,1,0,0,2,0,0,1,7,2,0,0,1,0,1,0,1,0,0,8,0,0,0,1,0,1,1,0,0,2,1,2,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,3,0,1,1,0,0,0,6,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2,lenin
lenin_s_chego_nachat'_I.txt,15,4,1,59,5,8,4,2,10,1,5,4,1,3,103,4,6,9,2,4,1,10,27,28,45,3,16,4,1,14,6,11,17,2,18,5,5,5,3,5,7,15,6,8,17,11,6,2,6,5,6,3,15,3,7,4,0,2,3,3,4,4,2,18,2,3,6,6,5,1,17,2,1,2,11,2,10,3,2,0,0,3,2,0,7,4,1,1,1,1,4,0,5,9,7,4,3,0,0,0,lenin
lenin_samoderzh_kolebletsya_I.txt,4,3,1,38,0,8,7,1,11,6,0,3,6,6,81,1,5,7,4,3,0,4,13,23,20,2,4,1,1,7,0,10,1,5,10,3,4,2,0,8,0,5,1,7,15,5,6,2,1,1,1,0,7,4,2,1,0,1,0,1,4,5,3,5,0,0,0,1,0,1,15,3,4,5,1,1,0,1,1,0,4,1,0,1,5,2,1,2,6,1,3,0,0,0,0,1,6,0,0,0,lenin
lenin_shag_vpered_2nazad.txt,309,46,216,1796,51,170,99,85,180,128,215,141,211,255,2524,333,132,331,160,110,80,66,293,962,1075,43,221,189,30,236,436,379,121,28,663,80,170,114,77,104,136,225,63,144,811,130,367,77,89,89,252,86,121,107,139,55,19,53,137,83,148,239,43,503,73,71,56,58,71,120,500,144,52,91,194,63,35,26,199,7,19,55,50,95,244,94,105,77,82,113,62,71,68,175,111,248,128,50,593,234,lenin
lenin_sorvalos_I.txt,8,0,3,29,0,5,0,2,6,3,2,8,3,6,46,3,2,5,2,2,1,2,9,10,29,2,3,0,1,4,6,14,0,0,13,2,4,2,1,6,5,5,2,5,30,5,12,1,4,1,6,1,2,1,2,6,4,3,4,5,0,1,0,8,2,2,1,9,4,4,23,7,0,4,5,3,0,0,1,0,1,1,0,4,6,3,5,1,1,0,1,0,1,4,4,2,1,2,0,13,lenin
lenin_spb_stachka.txt,4,0,3,28,1,2,1,1,4,1,3,1,0,3,34,5,2,1,0,2,0,1,1,13,9,0,2,0,1,3,0,2,0,7,8,0,5,1,0,0,0,1,2,2,7,0,4,0,3,4,1,0,0,3,0,0,0,1,1,0,5,3,0,4,0,0,0,2,1,0,2,0,2,2,0,1,2,3,2,0,1,0,0,0,1,1,0,1,0,1,1,1,2,1,0,1,0,0,0,0,lenin
lenin_struve_izoblichen_I.txt,15,0,7,57,5,3,1,3,13,2,4,2,9,2,83,5,5,10,8,0,2,0,3,14,40,2,4,7,0,10,7,13,1,0,34,2,1,2,1,5,3,10,3,5,30,2,16,3,3,6,4,5,4,0,3,3,60,0,2,3,5,7,3,11,1,0,1,2,1,2,19,7,2,1,2,1,5,1,4,1,0,1,1,1,11,2,1,2,3,2,2,0,1,2,7,4,4,0,0,17,lenin
lenin_tolstoy_kak_zerkalo_rev.txt,3,0,4,33,0,5,1,1,2,2,7,1,2,4,74,5,5,10,0,7,2,1,0,11,19,1,9,5,0,6,1,5,3,1,22,1,2,1,0,1,2,5,2,0,7,2,6,4,4,1,1,3,3,4,1,1,0,0,3,3,0,0,0,9,0,2,0,0,0,4,2,0,1,3,0,2,1,0,3,15,1,0,1,1,2,1,2,1,0,0,0,0,0,2,0,2,1,3,0,4,lenin
lenin_tostoy_i_ego_epoha.txt,5,0,3,49,1,6,2,1,7,2,9,1,1,6,45,0,0,13,7,3,0,2,0,8,17,1,5,5,0,4,0,3,1,1,9,0,0,5,1,3,6,8,4,0,12,3,7,2,2,0,0,4,2,1,3,2,1,0,1,13,1,4,0,9,3,0,0,2,4,2,3,1,1,1,0,1,1,0,0,0,5,1,3,2,6,2,5,4,1,6,0,0,0,6,0,6,3,1,0,0,lenin
lenin_tsennoe_priznanie_I.txt,12,2,0,68,13,4,3,5,6,0,6,1,6,2,109,7,7,8,2,8,0,3,4,33,35,1,10,4,8,10,0,7,4,26,12,1,1,8,1,2,7,7,4,1,30,9,12,2,4,2,2,0,4,3,2,3,5,0,1,1,5,4,1,12,0,2,3,1,2,1,21,3,1,2,0,2,0,0,3,0,4,2,5,1,4,6,6,1,1,3,2,0,3,4,1,4,3,0,0,0,lenin
lenin_zadachi_rev_molodezhy.txt,26,5,10,98,3,9,5,3,16,7,9,9,8,3,179,15,8,19,4,5,2,7,8,45,62,5,8,3,6,10,15,16,1,1,47,1,21,6,7,0,3,12,6,13,47,4,17,4,11,7,14,3,9,17,6,11,2,5,7,12,6,18,1,27,5,15,6,1,4,7,22,2,1,8,7,5,25,3,3,1,13,3,4,2,16,8,2,6,5,4,1,2,1,14,12,13,10,0,0,4,lenin
lenin_zemsk_kampania_iskra.txt,32,1,9,144,9,15,4,10,40,10,15,20,17,9,197,12,10,26,15,10,7,6,34,84,100,6,25,10,5,25,11,23,7,19,70,4,12,12,7,16,12,20,15,13,40,21,28,5,8,12,33,2,9,5,4,4,5,17,14,4,18,14,4,40,4,5,8,7,4,15,59,7,14,23,2,2,10,21,12,0,4,9,6,2,19,13,8,11,4,8,7,4,3,19,8,4,11,3,2,2,lenin
