chunk_id,author,а,будет,бы,была,были,было,быть,в,во,вопрос,время,все,всего,дело,для,его,ее,если,есть,еще,же,за,и,из,или,им,их,к,как,когда,которые,лишь,между,может,можно,на,не,нет,ни,но,о,об,он,она,они,от,очень,по,под,при,с,своей,своих,себе,себя,так,тем,то,того,только,том,у,чем,что,чтобы,эти,это,этого,этой,этом,я,без,до,именно,ли,оно,потому,уже,более,всех,г,демократии,партии,против,социал,т,борьбы,даже,рабочих,россии,со,теперь,был,этот,мы,нас,нам,пролетариата,политической,революции
martov_krovavoe_bezumie.txt_chunk1,martov,6,4,3,0,2,1,6,41,2,0,0,6,1,1,6,0,1,0,1,1,4,6,40,9,3,0,2,5,6,0,0,1,1,5,2,12,15,1,0,5,1,0,0,3,4,7,0,2,0,0,12,1,1,0,1,1,0,2,5,0,2,0,0,19,4,2,4,1,2,1,0,0,2,2,3,0,1,6,0,1,1,0,4,3,2,0,1,1,0,5,0,1,1,5,2,0,1,1,0,1
martov_krovavoe_bezumie.txt_chunk2,martov,0,0,0,0,0,0,40.54054054054054,27.027027027027028,0,0,0,13.513513513513514,0,13.513513513513514,0,0,0,13.513513513513514,0,0,0,13.513513513513514,40.54054054054054,27.027027027027028,0,0,0,0,0,0,0,0,13.513513513513514,13.513513513513514,0,0,27.027027027027028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.513513513513514,0,0,0,0,13.513513513513514,0,0,13.513513513513514,0,0
martov_liberal_izmeny_I.txt_chunk2,martov,3.6900369003690034,0,1.2300123001230012,0,0,0,0,34.44034440344403,1.2300123001230012,0,0,0,0,2.4600246002460024,3.6900369003690034,2.4600246002460024,1.2300123001230012,3.6900369003690034,1.2300123001230012,2.4600246002460024,3.6900369003690034,4.920049200492005,22.14022140221402,2.4600246002460024,1.2300123001230012,3.6900369003690034,3.6900369003690034,8.610086100861007,6.150061500615006,2.4600246002460024,2.4600246002460024,0,2.4600246002460024,1.2300123001230012,0,11.07011070110701,12.300123001230013,1.2300123001230012,0,4.920049200492005,7.380073800738007,0,3.6900369003690034,0,13.530135301353015,9.84009840098401,0,3.6900369003690034,1.2300123001230012,1.2300123001230012,12.300123001230013,4.920049200492005,2.4600246002460024,0,2.4600246002460024,1.2300123001230012,2.4600246002460024,6.150061500615006,0,1.2300123001230012,1.2300123001230012,0,1.2300123001230012,14.760147601476014,7.380073800738007,2.4600246002460024,3.6900369003690034,2.4600246002460024,1.2300123001230012,0,0,1.2300123001230012,2.4600246002460024,2.4600246002460024,0,2.4600246002460024,0,1.2300123001230012,1.2300123001230012,1.2300123001230012,1.2300123001230012,1.2300123001230012,1.2300123001230012,9.84009840098401,1.2300123001230012,0,2.4600246002460024,1.2300123001230012,0,0,2.4600246002460024,3.6900369003690034,0,1.2300123001230012,2.4600246002460024,0,0,1.2300123001230012,2.4600246002460024,0
martov_liberal_realizm_I.txt_chunk1,martov,6,2,5,0,1,0,2,26,1,1,1,3,3,0,8,2,0,4,1,2,5,1,42,4,2,3,4,12,6,4,2,0,8,4,0,11,23,1,1,2,6,0,4,1,3,11,0,1,0,1,6,2,1,1,2,3,0,3,4,4,2,0,0,17,4,4,1,4,0,1,0,0,0,3,6,0,0,5,1,1,2,0,3,2,1,1,4,3,0,3,0,2,1,3,0,0,2,2,3,4
martov_liberal_realizm_I.txt_chunk2,martov,3,4,1,0,0,1,2,27,1,3,2,4,0,0,5,4,0,1,2,0,10,3,32,2,1,2,3,6,4,1,0,1,3,3,0,14,14,2,7,5,5,5,5,2,0,7,0,3,2,2,8,2,0,0,1,1,1,4,1,2,1,0,0,10,1,0,0,0,4,3,1,1,2,0,0,0,0,1,0,1,8,4,0,5,1,1,4,0,0,1,1,1,1,1,2,0,1,0,7,2
martov_liberal_realizm_I.txt_chunk3,martov,1.6835016835016834,0,0,0,0,1.6835016835016834,0,25.252525252525253,1.6835016835016834,1.6835016835016834,0,0,0,0,6.7340067340067336,0,8.417508417508417,1.6835016835016834,1.6835016835016834,0,1.6835016835016834,1.6835016835016834,28.61952861952862,1.6835016835016834,3.3670033670033668,0,1.6835016835016834,10.101010101010102,6.7340067340067336,1.6835016835016834,0,0,0,0,1.6835016835016834,18.51851851851852,31.986531986531986,0,3.3670033670033668,5.050505050505051,1.6835016835016834,0,0,6.7340067340067336,5.050505050505051,11.784511784511785,0,3.3670033670033668,1.6835016835016834,3.3670033670033668,16.835016835016834,3.3670033670033668,0,1.6835016835016834,0,0,5.050505050505051,1.6835016835016834,1.6835016835016834,1.6835016835016834,0,1.6835016835016834,0,16.835016835016834,6.7340067340067336,0,3.3670033670033668,0,0,1.6835016835016834,0,1.6835016835016834,0,0,0,0,3.3670033670033668,3.3670033670033668,0,1.6835016835016834,11.784511784511785,3.3670033670033668,0,0,0,1.6835016835016834,0,1.6835016835016834,0,0,0,0,0,0,3.3670033670033668,0,0,0,0,8.417508417508417
martov_mirovoy_bolshevizm_NQ.txt_chunk10,martov,6,1,3,2,1,0,5,33,1,1,0,8,1,0,5,12,1,2,2,2,1,0,40,5,5,0,3,11,8,1,5,2,2,7,0,6,12,0,1,3,3,0,3,2,2,4,0,4,3,2,6,0,2,0,2,7,4,2,3,12,3,2,0,7,3,1,5,2,3,0,0,0,1,0,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,0,2,0,2,4,1,0,0,5,1,0
martov_mirovoy_bolshevizm_NQ.txt_chunk11,martov,1,0,3,1,0,1,1,49,3,1,3,0,0,0,8,6,2,3,0,0,3,0,32,2,1,1,1,9,7,4,3,3,1,2,2,22,10,0,2,2,8,2,3,2,0,5,0,4,0,1,11,2,1,1,0,1,0,5,3,2,2,0,1,6,2,2,1,3,2,2,0,0,2,1,1,0,1,1,3,1,2,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,1,3
martov_mirovoy_bolshevizm_NQ.txt_chunk12,martov,4,0,2,3,0,0,2,41,2,0,2,1,0,0,5,7,5,3,1,2,5,0,41,3,2,1,1,8,7,2,0,2,2,3,1,15,18,1,0,3,12,0,3,0,1,4,0,3,0,3,6,2,0,0,1,5,3,6,3,3,2,1,0,16,1,1,3,0,0,0,2,1,3,7,1,0,0,0,0,2,3,2,1,1,0,3,0,0,0,0,1,0,0,1,0,0,0,14,3,2
martov_mirovoy_bolshevizm_NQ.txt_chunk14,martov,1,0,0,3,2,1,4,43,4,0,3,0,2,0,3,3,4,0,5,0,8,1,26,3,1,0,2,8,16,3,1,2,4,3,0,5,1,0,0,1,9,1,2,0,4,5,1,2,0,1,11,3,1,2,0,2,2,10,3,0,3,2,2,14,0,0,4,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,1,6,6,1
martov_mirovoy_bolshevizm_NQ.txt_chunk15,martov,3,0,6,1,1,2,0,47,2,4,1,3,0,4,5,5,6,3,0,2,2,2,35,3,2,2,1,5,7,2,2,1,3,0,1,12,12,0,0,3,9,1,5,1,6,5,0,3,3,2,7,1,1,2,1,0,2,3,2,2,5,1,0,7,1,4,2,2,0,1,0,1,2,4,4,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,4,3,7
martov_mirovoy_bolshevizm_NQ.txt_chunk16,martov,3.9215686274509802,0,1.9607843137254901,0,1.9607843137254901,3.9215686274509802,0,45.09803921568627,0,0,3.9215686274509802,0,0,0,7.8431372549019605,3.9215686274509802,1.9607843137254901,0,0,0,9.803921568627452,5.88235294117647,37.254901960784316,0,0,0,5.88235294117647,9.803921568627452,1.9607843137254901,5.88235294117647,3.9215686274509802,1.9607843137254901,0,0,0,13.72549019607843,5.88235294117647,0,0,0,5.88235294117647,0,0,0,0,5.88235294117647,0,1.9607843137254901,1.9607843137254901,1.9607843137254901,3.9215686274509802,0,0,0,0,0,3.9215686274509802,1.9607843137254901,3.9215686274509802,0,0,0,0,0,5.88235294117647,1.9607843137254901,1.9607843137254901,0,0,0,0,0,0,1.9607843137254901,0,0,0,1.9607843137254901,1.9607843137254901,3.9215686274509802,0,0,1.9607843137254901,0,0,3.9215686274509802,1.9607843137254901,0,1.9607843137254901,1.9607843137254901,1.9607843137254901,1.9607843137254901,0,1.9607843137254901,0,0,0,5.88235294117647,0,7.8431372549019605
martov_mirovoy_bolshevizm_NQ.txt_chunk2,martov,0,0,3,0,5,1,1,47,0,0,2,1,2,0,4,2,0,1,1,4,2,2,45,5,3,0,7,8,6,1,8,1,3,0,1,16,11,0,0,5,3,0,0,0,5,3,0,0,3,3,8,0,3,1,1,0,2,4,3,4,1,0,0,8,0,2,2,0,1,1,1,0,5,0,3,1,1,3,1,0,2,1,0,2,2,0,3,1,3,0,0,1,2,2,2,0,0,9,1,1
martov_mirovoy_bolshevizm_NQ.txt_chunk3,martov,1,2,3,1,1,4,1,37,0,0,0,4,0,0,4,14,1,0,1,4,1,3,33,7,2,0,1,4,8,4,2,2,0,0,1,9,14,0,2,3,0,0,3,0,1,4,0,2,2,1,7,1,1,3,1,2,1,4,4,0,1,0,3,14,1,3,8,2,1,0,0,1,1,1,2,2,0,0,2,2,0,1,1,2,3,1,0,0,0,0,1,0,3,2,1,0,0,6,0,0
martov_mirovoy_bolshevizm_NQ.txt_chunk4,martov,4,2,2,0,2,1,3,35,5,0,4,4,1,0,2,5,1,1,3,3,3,4,31,2,1,0,3,11,6,4,4,1,0,3,1,11,20,1,2,2,2,0,1,1,5,6,0,3,0,7,10,0,0,1,0,3,1,3,1,3,2,0,3,13,2,2,6,2,3,1,0,0,1,3,2,0,0,1,1,1,2,2,1,4,1,0,0,0,0,1,0,1,0,4,6,0,0,6,0,4
martov_mirovoy_bolshevizm_NQ.txt_chunk5,martov,5,0,2,0,0,0,1,21,0,1,0,1,1,1,12,6,3,7,1,6,2,2,45,3,3,1,5,7,4,1,2,1,1,2,1,10,12,2,1,5,4,0,0,2,5,5,0,3,1,0,9,1,0,0,2,1,0,5,2,4,0,0,0,10,4,1,1,2,2,2,0,0,2,2,2,2,1,4,0,1,0,3,1,0,2,1,1,1,1,1,2,3,1,0,1,0,0,3,2,1
martov_mirovoy_bolshevizm_NQ.txt_chunk6,martov,4,0,1,2,3,0,0,41,3,1,3,4,2,0,1,2,1,0,1,2,4,1,43,2,0,1,4,4,9,4,0,0,6,1,0,8,13,0,5,4,4,0,2,1,3,5,0,6,0,2,5,1,0,2,0,1,1,4,2,2,1,1,2,7,0,2,5,0,1,1,0,0,1,2,0,0,0,0,0,2,0,1,1,0,3,1,1,0,1,0,0,0,1,1,2,0,0,2,2,8
martov_mirovoy_bolshevizm_NQ.txt_chunk7,martov,3,1,0,0,0,2,3,44,2,0,1,3,1,0,5,2,0,0,2,2,4,0,25,7,4,1,7,12,9,2,2,1,0,1,0,8,12,0,4,5,2,0,0,2,0,7,0,6,1,2,10,0,0,1,0,2,1,2,2,0,2,1,1,10,1,1,7,2,4,3,0,0,1,3,0,1,0,2,4,1,0,0,3,3,0,1,1,1,0,2,0,0,0,0,4,0,0,7,1,10
martov_mirovoy_bolshevizm_NQ.txt_chunk8,martov,0,0,4,0,0,0,3,40,1,0,0,4,2,0,3,5,4,0,2,1,4,5,39,4,3,0,5,6,7,2,2,2,1,2,0,7,21,0,1,10,1,2,2,2,1,5,0,6,1,5,5,0,0,5,1,2,0,4,1,8,1,1,2,5,1,1,3,0,1,1,0,0,3,1,0,1,0,0,2,7,2,5,0,0,0,3,0,2,0,0,0,0,1,1,2,1,2,6,1,2
martov_nash_cyezd_I.txt_chunk1,martov,3,1,4,4,0,7,3,24,0,4,1,5,3,1,6,4,0,1,0,4,4,4,29,3,0,2,2,4,4,4,2,0,1,2,0,8,13,0,0,3,5,0,1,0,1,4,0,2,2,0,10,2,0,2,1,0,4,3,2,10,0,0,0,9,3,0,2,3,4,0,0,0,1,0,0,0,2,1,1,0,0,7,8,2,11,0,4,0,0,0,1,3,5,0,7,0,1,6,6,0
martov_nash_cyezd_I.txt_chunk2,martov,5,3,1,1,2,0,2,22,1,1,1,5,3,1,5,7,0,0,0,4,2,2,42,6,2,1,1,6,5,0,3,3,4,1,2,14,12,0,2,7,2,4,2,0,0,1,3,6,1,5,9,3,1,3,1,5,6,5,3,3,1,1,8,15,3,0,5,1,4,2,0,0,1,1,0,1,0,0,6,1,0,1,15,0,1,1,0,0,0,1,2,0,2,1,3,1,1,0,0,0
martov_ne_nachalo_li_povorota_I.txt_chunk1,martov,3,0,6,1,1,4,2,40,2,2,1,1,2,0,3,6,2,6,3,1,2,2,26,1,1,2,4,4,7,1,1,1,0,1,0,16,12,0,3,5,6,3,5,1,4,8,1,6,1,0,12,2,4,2,2,1,1,7,3,5,1,1,2,7,1,2,9,1,1,3,0,0,5,0,4,0,0,1,4,1,0,1,2,2,2,0,1,1,0,3,3,1,0,1,1,1,0,1,2,3
martov_ne_nachalo_li_povorota_I.txt_chunk2,martov,2,1,3,1,0,1,2,36,0,1,1,1,0,1,7,5,2,2,1,2,2,5,16,1,3,1,2,14,3,3,1,3,5,3,2,9,14,1,1,8,3,0,2,0,6,6,2,5,0,7,17,4,0,1,3,2,4,4,2,3,1,1,1,8,3,2,6,2,4,3,0,1,1,1,3,0,0,2,1,0,0,1,6,1,0,0,4,2,0,1,0,3,1,0,7,0,0,3,1,0
martov_ne_nachalo_li_povorota_I.txt_chunk3,martov,2.155172413793103,4.310344827586206,3.2327586206896552,0,0,0,1.0775862068965516,36.637931034482754,2.155172413793103,4.310344827586206,1.0775862068965516,1.0775862068965516,1.0775862068965516,0,9.698275862068966,4.310344827586206,1.0775862068965516,6.4655172413793105,0,4.310344827586206,3.2327586206896552,2.155172413793103,28.017241379310345,1.0775862068965516,5.387931034482759,1.0775862068965516,4.310344827586206,5.387931034482759,5.387931034482759,3.2327586206896552,3.2327586206896552,1.0775862068965516,0,7.543103448275862,0,12.931034482758621,17.241379310344826,0,1.0775862068965516,4.310344827586206,3.2327586206896552,3.2327586206896552,3.2327586206896552,0,15.086206896551724,3.2327586206896552,2.155172413793103,0,0,0,14.008620689655173,2.155172413793103,1.0775862068965516,1.0775862068965516,1.0775862068965516,0,3.2327586206896552,2.155172413793103,4.310344827586206,4.310344827586206,1.0775862068965516,1.0775862068965516,1.0775862068965516,8.620689655172413,7.543103448275862,0,4.310344827586206,1.0775862068965516,2.155172413793103,3.2327586206896552,0,0,0,0,3.2327586206896552,3.2327586206896552,0,1.0775862068965516,4.310344827586206,1.0775862068965516,0,1.0775862068965516,1.0775862068965516,0,2.155172413793103,0,0,1.0775862068965516,1.0775862068965516,2.155172413793103,2.155172413793103,1.0775862068965516,0,2.155172413793103,3.2327586206896552,1.0775862068965516,1.0775862068965516,2.155172413793103,4.310344827586206,3.2327586206896552
martov_o_4_syezde_Bunda_I.txt_chunk1,martov,2.3228803716608595,1.1614401858304297,3.484320557491289,1.1614401858304297,0,1.1614401858304297,2.3228803716608595,39.48896631823461,5.807200929152149,3.484320557491289,3.484320557491289,2.3228803716608595,1.1614401858304297,0,11.614401858304298,1.1614401858304297,4.645760743321719,1.1614401858304297,0,1.1614401858304297,3.484320557491289,0,19.744483159117305,8.130081300813009,1.1614401858304297,0,0,3.484320557491289,10.452961672473869,2.3228803716608595,1.1614401858304297,1.1614401858304297,2.3228803716608595,5.807200929152149,1.1614401858304297,13.937282229965156,15.098722415795587,0,1.1614401858304297,4.645760743321719,9.291521486643438,5.807200929152149,3.484320557491289,2.3228803716608595,0,8.130081300813009,0,4.645760743321719,0,1.1614401858304297,11.614401858304298,1.1614401858304297,0,3.484320557491289,0,0,0,5.807200929152149,0,4.645760743321719,2.3228803716608595,0,1.1614401858304297,16.260162601626018,1.1614401858304297,0,5.807200929152149,4.645760743321719,1.1614401858304297,1.1614401858304297,0,0,6.968641114982578,1.1614401858304297,3.484320557491289,0,1.1614401858304297,0,2.3228803716608595,2.3228803716608595,5.807200929152149,2.3228803716608595,8.130081300813009,1.1614401858304297,4.645760743321719,4.645760743321719,0,0,1.1614401858304297,6.968641114982578,0,0,0,1.1614401858304297,4.645760743321719,1.1614401858304297,0,4.645760743321719,1.1614401858304297,0
martov_o_terrore_I.txt_chunk1,martov,1,0,3,4,2,3,1,42,2,8,2,3,0,2,9,7,0,0,0,1,5,3,24,2,3,0,0,13,9,0,4,0,0,2,0,13,14,0,0,6,10,1,0,0,3,1,3,6,0,0,14,1,0,1,0,0,3,2,3,4,4,0,2,9,0,0,2,3,2,0,0,0,1,1,0,1,0,2,3,1,1,2,1,0,12,0,7,0,2,4,0,2,3,1,1,1,0,3,6,2
martov_o_terrore_I.txt_chunk2,martov,5,2,5,0,0,1,5,34,2,3,0,6,3,3,10,2,0,2,1,1,3,2,34,5,2,2,2,6,5,2,3,1,0,3,0,11,11,1,0,7,1,1,0,4,1,4,1,2,4,1,9,0,0,0,1,1,0,2,4,6,0,1,0,10,6,0,4,1,2,2,0,0,1,2,3,2,1,0,1,1,3,2,3,2,8,0,5,0,1,3,0,2,2,5,4,1,1,2,2,0
martov_o_terrore_I.txt_chunk3,martov,3.90625,1.3020833333333333,7.8125,0,1.3020833333333333,2.6041666666666665,0,29.947916666666668,5.208333333333333,1.3020833333333333,1.3020833333333333,7.8125,0,6.510416666666667,1.3020833333333333,3.90625,0,5.208333333333333,0,0,2.6041666666666665,13.020833333333334,27.34375,1.3020833333333333,0,2.6041666666666665,1.3020833333333333,3.90625,5.208333333333333,11.71875,2.6041666666666665,0,0,1.3020833333333333,1.3020833333333333,19.53125,9.114583333333334,3.90625,9.114583333333334,2.6041666666666665,0,1.3020833333333333,1.3020833333333333,0,2.6041666666666665,5.208333333333333,0,1.3020833333333333,2.6041666666666665,3.90625,9.114583333333334,2.6041666666666665,0,1.3020833333333333,1.3020833333333333,1.3020833333333333,0,10.416666666666666,0,3.90625,0,0,1.3020833333333333,15.625,5.208333333333333,2.6041666666666665,3.90625,1.3020833333333333,0,2.6041666666666665,0,1.3020833333333333,1.3020833333333333,0,0,0,0,0,0,1.3020833333333333,1.3020833333333333,5.208333333333333,3.90625,1.3020833333333333,11.71875,0,6.510416666666667,0,2.6041666666666665,0,0,2.6041666666666665,1.3020833333333333,3.90625,6.510416666666667,2.6041666666666665,0,1.3020833333333333,3.90625,0
martov_polit_partii_v_Rosii.txt_chunk1,martov,7,0,4,2,3,5,0,43,1,0,7,4,1,1,2,3,0,1,1,2,5,12,41,6,2,3,8,4,5,2,5,0,0,1,1,12,13,0,0,5,2,1,2,3,6,3,1,4,2,0,9,1,0,1,1,6,0,6,6,2,1,0,1,12,7,2,3,3,1,0,0,0,0,0,0,0,3,2,3,1,5,0,23,2,3,3,0,2,0,9,1,0,0,0,1,0,0,0,2,0
martov_polit_partii_v_Rosii.txt_chunk2,martov,6,0,2,0,3,1,4,28,0,0,0,4,2,0,4,2,1,0,4,2,2,12,46,4,3,1,6,4,3,0,2,3,3,3,0,15,17,0,2,7,3,0,1,2,13,5,1,5,1,3,6,1,3,3,0,5,2,4,2,2,2,1,0,10,5,3,2,0,2,2,0,1,2,0,0,0,1,2,2,2,0,0,8,1,0,4,2,2,0,1,0,1,1,0,0,0,1,0,1,2
martov_polit_partii_v_Rosii.txt_chunk3,martov,2,0,0,0,1,4,2,24,0,0,0,2,0,1,11,2,0,2,0,1,8,9,51,3,2,5,0,2,8,7,2,1,0,2,1,15,15,1,2,13,6,2,0,6,8,3,1,4,0,1,8,0,1,0,0,6,2,5,3,4,4,3,1,17,6,3,1,0,0,0,0,2,1,0,1,1,0,1,0,1,3,0,10,4,0,1,0,0,2,3,0,0,0,0,4,1,0,0,0,0
martov_polit_partii_v_Rosii.txt_chunk4,martov,8,0,1,4,0,2,2,15,2,1,0,2,1,1,1,1,1,1,2,4,6,11,44,4,3,1,5,6,5,4,1,0,2,1,1,13,22,2,4,12,0,0,0,1,8,4,1,9,1,3,15,1,1,0,2,3,1,4,2,3,1,3,0,7,5,0,8,1,2,1,0,2,1,0,0,0,3,2,1,2,1,1,13,3,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1
martov_polit_partii_v_Rosii.txt_chunk5,martov,12,1,2,2,3,1,0,24,1,0,3,6,0,2,2,3,1,1,3,3,5,7,37,0,0,2,1,10,4,6,2,0,1,0,2,12,18,0,2,8,7,0,1,3,14,5,0,2,0,1,6,4,1,1,1,0,1,10,3,6,3,2,0,28,5,2,6,2,1,0,0,3,1,1,0,2,1,3,1,0,1,0,1,6,0,0,3,0,3,1,0,3,0,1,0,0,0,1,0,3
martov_polit_partii_v_Rosii.txt_chunk7,martov,4,4,1,0,0,0,0,36,1,0,2,4,2,2,0,0,0,2,1,2,4,7,40,5,1,4,6,9,10,1,3,0,6,0,0,15,13,1,0,10,5,0,0,0,4,11,1,6,0,5,14,2,3,8,0,4,2,5,4,2,1,0,3,6,4,2,2,0,2,1,0,2,2,0,0,1,0,0,5,4,0,0,8,8,3,1,4,2,0,1,1,3,0,0,1,0,0,1,2,0
martov_polit_partii_v_Rosii.txt_chunk8,martov,7,1,3,0,1,0,0,29,0,1,1,5,4,1,5,3,0,0,1,0,1,23,43,3,5,5,4,7,7,1,1,0,3,1,0,16,14,0,0,6,4,1,0,1,5,13,0,1,1,1,10,0,0,2,1,1,1,10,4,5,2,0,0,12,11,0,0,1,5,0,0,1,1,0,0,1,2,0,1,2,0,0,6,2,2,0,2,0,1,0,0,2,0,0,3,0,0,2,1,0
martov_polit_partii_v_Rosii.txt_chunk9,martov,0,125,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
martov_pravitelstvo_na_skamye_podsudimyh_I.txt_chunk1,martov,5,0,2,0,2,3,0,41,5,0,3,10,2,1,3,3,1,0,1,0,3,2,31,7,1,2,6,4,2,5,0,0,0,1,1,18,17,0,1,4,8,0,2,0,2,1,0,2,3,1,7,1,1,0,0,1,3,4,3,2,3,1,2,11,4,0,5,2,3,0,0,1,0,2,0,0,2,1,2,2,1,0,0,1,1,1,0,2,1,1,1,0,1,3,0,0,0,0,1,1
martov_pravitelstvo_na_skamye_podsudimyh_I.txt_chunk2,martov,5.221932114882507,0,0,0,2.6109660574412534,0,0,33.942558746736296,1.3054830287206267,0,0,2.6109660574412534,2.6109660574412534,2.6109660574412534,3.9164490861618795,5.221932114882507,0,0,1.3054830287206267,3.9164490861618795,3.9164490861618795,1.3054830287206267,33.942558746736296,3.9164490861618795,1.3054830287206267,0,1.3054830287206267,2.6109660574412534,6.5274151436031325,3.9164490861618795,1.3054830287206267,1.3054830287206267,2.6109660574412534,0,0,20.887728459530027,2.6109660574412534,1.3054830287206267,2.6109660574412534,7.832898172323759,2.6109660574412534,1.3054830287206267,1.3054830287206267,2.6109660574412534,1.3054830287206267,2.6109660574412534,0,9.138381201044387,0,0,10.443864229765014,1.3054830287206267,0,1.3054830287206267,0,0,2.6109660574412534,0,2.6109660574412534,1.3054830287206267,1.3054830287206267,1.3054830287206267,0,14.360313315926893,5.221932114882507,1.3054830287206267,3.9164490861618795,2.6109660574412534,9.138381201044387,5.221932114882507,2.6109660574412534,1.3054830287206267,0,0,0,2.6109660574412534,0,2.6109660574412534,0,0,1.3054830287206267,0,0,3.9164490861618795,2.6109660574412534,0,0,1.3054830287206267,2.6109660574412534,1.3054830287206267,0,0,1.3054830287206267,2.6109660574412534,0,0,0,0,0,1.3054830287206267
martov_probuzhdenie_demokratii_I.txt_chunk1,martov,1,2,5,0,0,0,1,32,2,1,4,1,1,0,2,5,0,5,0,0,5,7,32,6,0,1,1,7,4,1,1,3,3,2,1,12,8,0,0,3,5,0,2,7,0,4,0,8,3,1,17,3,1,0,1,1,0,3,3,1,1,0,2,1,3,0,3,2,0,0,0,2,1,0,1,4,0,4,5,1,2,3,1,3,0,2,3,0,1,0,2,1,0,1,1,0,0,4,3,1
martov_probuzhdenie_demokratii_I.txt_chunk2,martov,1,2,6,0,3,0,0,23,4,1,3,3,1,0,5,2,1,2,0,1,0,3,42,1,3,4,1,9,3,2,1,0,0,1,0,10,14,0,1,1,4,4,0,0,1,6,2,5,0,1,12,3,1,0,0,0,1,1,4,2,2,0,1,13,2,1,4,1,5,1,0,2,0,1,3,0,1,1,3,1,1,6,1,3,1,1,2,1,1,0,1,0,0,1,21,0,2,3,5,0
martov_probuzhdenie_demokratii_I.txt_chunk3,martov,4.514672686230248,0,7.900677200902935,0,0,0,1.128668171557562,32.7313769751693,5.643340857787811,1.128668171557562,2.257336343115124,3.386004514672686,1.128668171557562,4.514672686230248,5.643340857787811,2.257336343115124,2.257336343115124,3.386004514672686,0,0,0,5.643340857787811,27.08803611738149,3.386004514672686,3.386004514672686,1.128668171557562,5.643340857787811,6.772009029345372,5.643340857787811,0,0,1.128668171557562,2.257336343115124,2.257336343115124,0,12.415349887133182,15.80135440180587,1.128668171557562,0,6.772009029345372,4.514672686230248,1.128668171557562,0,0,2.257336343115124,6.772009029345372,1.128668171557562,5.643340857787811,0,3.386004514672686,9.029345372460496,3.386004514672686,2.257336343115124,2.257336343115124,0,0,2.257336343115124,3.386004514672686,3.386004514672686,11.286681715575622,1.128668171557562,2.257336343115124,0,6.772009029345372,5.643340857787811,1.128668171557562,2.257336343115124,4.514672686230248,3.386004514672686,0,0,0,2.257336343115124,0,3.386004514672686,0,0,0,7.900677200902935,4.514672686230248,0,3.386004514672686,7.900677200902935,2.257336343115124,7.900677200902935,1.128668171557562,1.128668171557562,1.128668171557562,2.257336343115124,2.257336343115124,0,1.128668171557562,0,2.257336343115124,11.286681715575622,4.514672686230248,3.386004514672686,15.80135440180587,11.286681715575622,0
martov_razgrom_I.txt_chunk1,martov,1,1,0,0,1,4,5,28,1,0,1,4,1,0,2,3,1,0,0,6,0,2,40,4,3,1,2,6,7,3,3,1,1,5,1,12,20,2,0,4,6,0,4,3,4,2,2,1,1,0,8,0,1,2,1,2,0,1,2,4,3,1,1,14,4,2,4,4,1,0,0,1,1,0,1,1,2,5,0,2,0,0,0,1,0,0,1,6,0,1,1,2,0,1,0,0,0,0,1,0
martov_razgrom_I.txt_chunk2,martov,4,0,2,0,0,1,1,30,0,0,1,2,2,2,7,6,2,2,0,5,2,4,40,3,3,1,0,2,4,0,1,0,1,6,0,11,24,0,4,3,4,0,2,6,0,6,0,2,3,1,11,1,2,0,0,2,3,2,0,2,3,1,1,13,4,0,1,6,0,0,0,2,0,1,1,1,1,3,4,2,0,0,1,3,0,2,1,0,1,0,1,5,0,0,0,0,0,0,6,0
