,authorFull,authorID,authorGender,titleFull,titleID,publYear / written,"publDate, YYYY-MM-DD",publishedBy,sizeToken/Word,sizeDigit,"size, kb",dataset (Y/N / 1/0),"typeSource (online, digital, manual)",SourceName,"OCR (tesseract, liveText, no)",Prereform2modern (YES/NO),textSource,textValidation (Y/N),comments,
57,"Ульянов (Ленин), Владимир Ильич",lenin,M,Неподанное заявление,nepodan_zayzvlenie,1903,1903-10-29,"29.10.1903 Впервые напечатано в 1928 г. в Ленинском сборнике VII. ПСС, издание пятое, том 8, стр.  58-62",1099,7967,,1,online,https://www.marxists.org/,NO,NO,https://www.marxists.org/russkij/lenin/works/8-6.htm,N,"Впервые напечатано в 1928 г. в Ленинском сборнике VII Печатается по рукописи. ПСС, издание пятое, том 8, стр.  58-62",
58,"Ульянов (Ленин), Владимир Ильич",lenin,M,"Земская кампания и план ""Искры""",zemsk_kampania_iskra,1904,1904-11-01,"Написано между 30 октября и 8 ноября (12 и 21 ноября) 1904 г. Напечатано в ноябре 1904 г. В Женеве отдельной брошюрой Печатается по тексту брошюры ПСС, издание пятое, том 9, стр. 75-98",5461,40888,,1,online,https://www.marxists.org/,NO,NO,https://www.marxists.org/russkij/lenin/works/9-19.htm,N,,
59,"Ульянов (Ленин), Владимир Ильич",lenin,M,Падение Порт-Артура,padenie_port_artura,1905,1905-01-01,"Вперед № 2, 14 (1) января 1905 г. Печатается по тексту газеты Вперед ПСС, издание пятое, том 9, стр. 151-159",2212,16796,,1,online,https://www.marxists.org/,NO,NO,https://www.marxists.org/russkij/lenin/works/9-23.htm,N,"Вперед № 2, 14 (1) января 1905 г. Печатается по тексту газеты Вперед ПСС, издание пятое, том 9, стр. 151-159",
60,"Ульянов (Ленин), Владимир Ильич",lenin,M,Петербургская стачка,spb_stachka,1905,1905-01-08,"Написано 8 (21) января 1905 г. Вперед № 3, 24 (11) января 1905 г. Печатается по тексту газеты Вперед ПСС, издание пятое, том 9, стр.174-177",797,6148,,1,online,https://www.marxists.org/,NO,NO,https://www.marxists.org/russkij/lenin/works/9-24.htm,N,,
61,"Ульянов (Ленин), Владимир Ильич",lenin,M,Революция в России,rev_v_rossii,1905,1905-01-11,"Вперед № 4, 24 (11) января 1905 г. Печатается по тексту газеты Вперед ПСС, издание пятое, том 9, стр. 178",145,1149,,0,online,https://www.marxists.org/,NO,NO,https://www.marxists.org/russkij/lenin/works/9-9.htm,N,,УБРАЛА ИЗ ДАТАСЕТА - СЛИШКОМ КОРОТКОЕ
62,"Ульянов (Ленин), Владимир Ильич",lenin,M,Рабочая и буржуазная демократия,rab_i_burzh_dem,1905,1905-01-24,"Вперед № 3, 24 (11) января 1905 г. Печатается по рукописи ПСС, издание пятое, том 9, стр. 179-189",2438,19506,,1,online,https://www.marxists.org/,NO,NO,https://www.marxists.org/russkij/lenin/works/9-25.htm,N,"Вперед № 3, 24 (11) января 1905 г. Печатается по рукописи ПСС, издание пятое, том 9, стр. 179-189",
63,"Ульянов (Ленин), Владимир Ильич",lenin,M,От народничества к марксизму. Статья Первая,ot_narodnichestva_marx,1905,1905-01-24,"Вперед № 3, 24 (11) января 1905 г. Печатается по тексту газеты Вперед ПСС, издание пятое, том 9, стр. 190-197",1707,13722,,1,online,https://www.marxists.org/,NO,NO,https://www.marxists.org/russkij/lenin/works/9-6.htm,N,"Вперед № 3, 24 (11) января 1905 г. Печатается по тексту газеты Вперед ПСС, издание пятое, том 9, стр. 190-197",
64,"Крупская, Надежда Константиновна",krupskaya,F,О старой «Искре»,o_staroy_iskre,1925,1925-01-01,"Предисловие к изданию текстов ""Искры"" (ленинской), Прибой, 1925",1272,9142,,1,manual,"Сборник: Искра: №№ 1–52. Истпарт, 1925",NO,NO,вернула в датасет,Y,OCR + перепечатка моя,
65,"Гельфанд (Парвус), Израиль Лазаревич (Александр Львович)",parvus,M,Россия и революция. Предисловие,rus_and_rev_predislovie,1906,1906-01-01,СПб: Книгоиздательство Н. Глаголева,403,2925,,1,manual,InternetArchive https://archive.org/,NO,NO,https://ia800202.us.archive.org/24/items/parvus_rossiia_i_revoliutsiia/%D0%9F%D0%B0%D1%80%D0%B2%D1%83%D1%81%20-%20%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D1%8F%20%D0%B8%20%D1%80%D0%B5%D0%B2%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D1%8F%20-%20RAW_text.pdf#page=1.00,Y,перепечатка моя,
66,"Гельфанд (Парвус), Израиль Лазаревич (Александр Львович)",parvus,M,Самодержавие и финансы,samoderzh_i_fin_I,1901,1901-05-01,"Искра №4, май 1901 г. Печатается по сборнику 1925 г.",1588,10940,,1,manual,InternetArchive https://archive.org/,NO,NO,см.папку 1925 Искра,Y,перепечатка моя,
67,Dubia,dubia,M,Новое побоище,novoe_poboishe_I,1901,1901-06-01,"Искра №5, июнь 1901 г. Распознавание Tesseract orus",,,,1,digital,"Сборник: Искра: №№ 1–52. Истпарт, 1925",tesseract,NO,orus tesseract,Y,"1901_005_02 / распознавание / Истпарт, Искра, 1925. Выпуск 1. - в книге автор зачеркнут и сверху написано Н.Ленин / [Л.Мартов/Н.Ленин]. В ПСС Ленина - приписывается ВИ",
68,"Ульянов (Ленин), Владимир Ильич",lenin,M,ЗАМЕТКА К ВОПРОСУ О ТЕОРИИ РЫНКОВ,o_teorii_rynkov,1899,1899-02-15,Напечатано в марте 1899 г. в журнале «Начало» № 3 Подпись: Вл. Ильин,,,,0,?,http://uaio.ru/vil/vilall.htm ПСС.Т.4.,,,Т.4 (1898-апрель1901),N,"Написано между 30 января и 3 февраля (11 и 15 февраля) 1899 г. Печатается по тексту журнала / РЕЦЕНЗИЯ Р. Гвоздев. Кулачество-ростовщичество, его общественно-экономическое значение. СПБ. 1899. Изд. Н. Гарина",УБРАЛА ИЗ ДАТАСЕТА - СЛИШКОМ КОРОТКОЕ
69,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,ВОПРОСЫ ДНЯ. Кое-что о терроре. Как иногда люди „поворачивают“.,o_terrore_I,1901,1901-05-01,"Искра №4, май 1901 г. Распознавание Tesseract orus",,,,1,digital,"Сборник: Искра: №№ 1–52. Истпарт, 1925",tesseract,NO,orus tesseract,Y,"1901_004_03. 1901_май. [Л.Мартов] - Истпарт, Искра, 1925. Выпуск 1.",
70,"Ульянов (Ленин), Владимир Ильич",lenin,M,РЕЦЕНЗИЯ НА КНИГУ ПАРВУСА,rec_parvus,1899,1899-02-07,"Журнал ""Начало"" №3, ПСС",,,,1,digital,http://uaio.ru/vil/vilall.htm ПСС.Т.4.,NO,NO,Т.4 (1898-апрель1901),N,Написано между 3 и 7 (15 и 19) февраля 1899 г. Напечатано в марте 1899 г. в журнале «Начало» № 3 Подпись:Вл. Ильин Печатается по тексту журнала,
71,"Ульянов (Ленин), Владимир Ильич",lenin,M,КАК ЧУТЬ НЕ ПОТУХЛА «ИСКРА»?,ne_potuhla_iskra,1900,1900-09-01,Печатается по рукописи (Ленинский сб.1924),,,,1,digital,http://uaio.ru/vil/vilall.htm ПСС.Т.4.,NO,NO,Т.4 (1898-апрель1901),N,Написано в начале сентября (н. ст.) 1900 г. Впервые напечатано в 1924 г. в Ленинском сборнике I. Печатается по рукописи,
72,Dubia,dubia,X,ЗАЯВЛЕНИЕ РЕДАКЦИИ «ИСКРЫ» ОТ РЕДАКЦИИ,ot_red_iskry_I,1900,1900-08-23,"Отдельный листок к ""Искре""",,,,1,digital,http://uaio.ru/vil/vilall.htm ПСС.Т.4.,NO,NO,Т.4 (1898-апрель1901),N,"Написано в августе, позднее 23 (5 сентября) 1900 г. Напечатано в 1900 г. отдельным листком в издании «Искры». Печатается по тексту листка",
73,"Ульянов (Ленин), Владимир Ильич",lenin,M,КИТАЙСКАЯ ВОЙНА,china_war_I,1900,1900-10-01,"Искра №1, печатается по тексту газеты, ПСС",,,,1,digital,http://uaio.ru/vil/vilall.htm ПСС.Т.4.,NO,NO,Т.4 (1898-апрель1901),N,Написано в сентябре — октябре 1900 г. Напечатано в декабре 1900 г. в газете «Искра» № 1. Печатается по тексту газеты,
74,"Ульянов (Ленин), Владимир Ильич",lenin,M,ОТДАЧА В СОЛДАТЫ 183-х СТУДЕНТОВ,183_students_I,1901,1901-02-01,"Искра №2, печатается по тексту газеты, ПСС",,,,1,digital,http://uaio.ru/vil/vilall.htm ПСС.Т.4.,NO,NO,Т.4 (1898-апрель1901),N,Написано в январе 1901 г. Напечатано в феврале 1901 г. в газете «Искра» № 2. Печатается по тексту газеты,
75,"Ульянов (Ленин), Владимир Ильич",lenin,M,РАБОЧАЯ ПАРТИЯ И КРЕСТЬЯНСТВО,rab_partya_krestvo,1901,1901-04-01,"Искра №3, печатается по тексту газеты, ПСС",,,,1,digital,http://uaio.ru/vil/vilall.htm ПСС.Т.4.,NO,NO,Т.4 (1898-апрель1901),N,"Написано в феврале, позднее 19 (4 марта) 1901 г. Напечатано в апреле 1901 г. в газете «Искра» № 3. Печатается по тексту газеты",
76,"Плеханов, Георгий Валентинович",plehanov,M,На пороге двадцатого века,na_poroge_20v_I,1901,1901-02-01,"Искра №2, февраль",,,,1,online,https://www.marxists.org/ T.12.,NO,NO,Т.12 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
77,"Плеханов, Георгий Валентинович",plehanov,M,Логика русского «терроризма»,logika_rus_terrorizma_I,1902,1902-10-15,"Искра № 26, 15 октября",,,,1,online,https://www.marxists.org/ T.12.,NO,NO,Т.12 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
78,"Плеханов, Георгий Валентинович",plehanov,M,Мартовские Иды,martovskie_idy_I,1903,1903-03-15,"Искра №36, 15 марта",,,,1,online,https://www.marxists.org/ T.12.,NO,NO,Т.12 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
79,"Плеханов, Георгий Валентинович",plehanov,M,Г-жа Брешковская и Чигиринское дело,gzha_breshkovskaya_I,1903,1903-04-15,"Искра №38, 15 апреля",,,,1,online,https://www.marxists.org/ T.12.,NO,NO,Т.12 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
80,"Плеханов, Георгий Валентинович",plehanov,M,Времена меняются,vremena_menyayutsya_I,1903,1903-05-01,"Искра №39, 1 мая",,,,1,online,https://www.marxists.org/ T.12.,NO,NO,Т.12 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
81,"Плеханов, Георгий Валентинович",plehanov,M,Белый террор,beliy_terror_I,1903,1903-09-15,"Искра №48, 15 сентября",,,,1,online,https://www.marxists.org/ T.12.,NO,NO,Т.12 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
82,"Плеханов, Георгий Валентинович",plehanov,M,Красный съезд в красной стране,krasniy_cyezd_I,1903,1903-10-01,"Искра №49, 1 октября",,,,1,online,https://www.marxists.org/ T.12.,NO,NO,Т.12 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
83,"Плеханов, Георгий Валентинович",plehanov,M,Полицейский антисемитизм,police_anisemitizm_I,1903,1903-10-15,"Искра №50, 15 октября",,,,1,online,https://www.marxists.org/ T.12.,NO,NO,Т.12 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
84,"Плеханов, Георгий Валентинович",plehanov,M,Грустное недоразумение,grustnoe_nedorazumenie_I,1904,1904-01-15,"Искра №57, 15 января",,,,1,online,https://www.marxists.org/ T.13.,NO,NO,Т.13 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
85,"Плеханов, Георгий Валентинович",plehanov,M,Торжество социалистов-революционеров,torzhestvo_sr_I,1904,1904-10-05,"Искра №75, 5 октября",,,,1,online,https://www.marxists.org/ T.13.,NO,NO,Т.13 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
86,"Плеханов, Георгий Валентинович",plehanov,M,Ответ нашим непоследовательным сионистам,otvet_sionistam_I,1905,1905-01-01,"Искра №82, 1 января",,,,1,online,https://www.marxists.org/ T.13.,NO,NO,Т.13 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
87,"Плеханов, Георгий Валентинович",plehanov,M,"Врозь идти, вместе бить!",vroz_idti_vmeste_bit_I,1905,1905-02-10,"Искра №87, 10 февраля",,,,1,online,https://www.marxists.org/ T.13.,NO,NO,Т.13 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
88,"Плеханов, Георгий Валентинович",plehanov,M,К вопросу о захвате власти (Небольшая историческая справка).,k_voposu_o_zahvate_vlasti_I,1905,1905-04-05,"Искра №96, 5 апреля",,,,1,online,https://www.marxists.org/ T.13.,NO,NO,Т.13 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
89,"Бронштейн (Троцкий), Лев Давидович",trotsky,M,ПИСЬМА ОБО ВСЕМ. Две толпы.,dve_tolpy_I,1904,1904-03-05,"Искра №61, 5 марта",,,,1,digital,За два года. Сб. ст. из «Искры»,tesseract,YES,orus tesseract,Y,1904_061_05. Авторство установлено по Искра за два года.,
90,Dubia,dubia,M,ПРИЗНАКИ БАНКРОТСТВА,priznaki_bankrotstva_I,1902,1902-02-15,"«Искра» №17, 15 февраля 1902 г",,,,1,digital,http://uaio.ru/vil/vilall.htm ПСС.Т.6.,NO,NO,Т.6 ПСС (см. в библиотеке),N,1902_17_1. Истпарт 1925 - Мартов / Печатается по Искре (в ПСС приписывается Ленину). Спорный текст - Мартов или Ленин?,
91,"Аксельрод, Любовь Исааковна (Ортодокс)",ortodox,F,Открытое письмо еврея к евреям,pismo_evreya_k_evreyam_I,1903,1903-11-7,"«Искра» №52, 7 ноября",,,,1,online,ВикиЧтение: https://fil.wikireading.ru/,NO,NO,https://fil.wikireading.ru/16692,N,текст взят из открытых источников,
92,Dubia,dubia,X,"Похвальное слово ""Московским Ведомостям""",slovo_mosc_vedomostyam_I,1901,1901-07-01,"«Искра», №6, июль",,,,1,digital,газета «Искра» №6,tesseract,Yes,orus tesseract,Y,"1901_006_02. Dubia - спорный текст - В.Засулич или Мартов / Истпарт, Искра, 1925. Выпуск 1. Автор зачеркнут, написано Мартов",
93,"Гельфанд (Парвус), Израиль Лазаревич (Александр Львович)",parvus,M,"Без царя, а правительство – рабочее. Листок А.Л. Парвуса к ""рабочему народу""",bez_tsarya_pravitelstvo_rabochee,1905,1905-01-11,"Типография Партии, Rue de la Coulouvrénière, 27.",,,,1,manual,"История Р.К.П.(б) в документах. Л., 1926",NO,NO,история РКПб,N,"История Р.К.П. (б.) в документах. Том I: 1883–1916. Составили Ш.М. Левин и И.Л. Татаров; предисловие В.И. Невского. Ленинград: Государственное издательство, 1926. С.278-280.",
94,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,Голод идет!,golod_idet_I,1901,1901-07-01,"«Искра», №6, июль",,,,1,digital,газета «Искра» №6,tesseract,Yes,orus tesseract,Y,1901_006_29. Авторство установлено по Искра за два года.,
95,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,Л. Мартов: Социал-демократия 1905–1907 гг.,soc_dem_1905_1907,1914,1914-01-01,"сборнике «Общественное движение в России в начале ХХ-го века», изданном меньшевиками в С.-Петербурге в 1914",,,,1,online,https://iskra-research.org/,No,NO,https://iskra-research.org/Trotsky/Permanent/chapter28.shtml,N,"Этот текст является отрывком из обширной статьи Ю. О. Мартова в сборнике «Общественное движение в России в начале ХХ-го века», изданном меньшевиками в С.-Петербурге в 1914 г. под редакцией Мартова, Маслова и Потресова. Представляющая огромный интерес статья Мартова находится в 3-ем томе этого сборника, стр. 552–556 /И-R/.",
96,"Гельфанд (Парвус), Израиль Лазаревич (Александр Львович)",parvus,M,"Внешняя политика Германии. Отрывок из ""Колониальной политики и крушения капиталистического строя"" (в переводе на русский язык)",vnesh_politika_germanii,1908,1908-01-01,"СПб: Новый мир, 1908 / Перевод Е.Грау. C.36-38",,,,1,manual,"Парвус. Колониальная политика и крушение... СПб., 1908",NO,NO,пдф в библиотеке,Y,Перепечатала сама ,
97,"Гельфанд (Парвус), Израиль Лазаревич (Александр Львович)",parvus,M,Борьба против царизма!,borba_protiv_tsarizma,1914,1914-10-01,"Листовка. Константинополь, в октябре 1914.",,,,1,manual,"Парвус. Борьба против царизма (листовка). Константинополь, 1914.",NO,NO,перепечатывала в библиотеке с листовки,Y,Перепечатала сама ,
98,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,Разгромъ. ,razgrom_I,1904,1904-05-01,"""Искра"" №65",,,,1,digital,"Сборник: Искра: №№ 1–52. Истпарт, 1925",tesseract,Yes,orus tesseract,N,По распознанному тексту издания Истпарта 1925 г.,
99,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,Либеральный „реализм“,liberal_realizm_I,1905,1905-06-15,"""Искра"", 15 июня 1905 г., № 102",,,,1,digital,"Сборник: Искра: №№ 1–52. Истпарт, 1925",tesseract,Yes,распознано orus,N,"1905_102_02 по Истпарту, переведено в совр орфографию с помощью скрипта",
100,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,Гибель Порт-Артура.,gibel_port_artura_I,1905,1905-01-01,"Искра №82, 1 января",,,,1,digital,"Сборник: Искра: №№ 1–52. Истпарт, 1925",tesseract,Yes,распознано orus,N,"1905_082_01_TOCHECK по Истпарту, переведено в совр орфографию с помощью скрипта",
101,"Гельфанд (Парвус), Израиль Лазаревич (Александр Львович)",parvus,M,Война и революция. I. Капитализм и война.,virI_kapitalizm_i_voyna_I,1904,1904-02-10,"Искра №59, 10 февраля",,,,1,online,iskra-research.org,liveText,NO,текст с iskra-research.org,N,1904_059_01 - https://iskra-research.org/Marxists/Parvus/1904-voina.html,
102,"Гельфанд (Парвус), Израиль Лазаревич (Александр Львович)",parvus,M,Война и революция. II. Падение самодержавия.,virII_padenie_samoderzhaviya_I,1904,1904-03-05,"«Искра» № 61, 5 марта 1904 г.",,,,1,online,iskra-research.org,liveText,NO,текст с iskra-research.org,N,1904_061_01 - https://iskra-research.org/Marxists/Parvus/1904-voina.html,
103,"Гельфанд (Парвус), Израиль Лазаревич (Александр Львович)",parvus,M,Война и революция. III. Девять месяцев войны.,virIII_9_mes_voyny_I,1904,1904-12-01,"«Искра» № 79, 1 декабря 1904 г.",,,,1,online,iskra-research.org,liveText,NO,текст с iskra-research.org,N,1904_079_03 - https://iskra-research.org/Marxists/Parvus/1904-voina.html,
104,"Гельфанд (Парвус), Израиль Лазаревич (Александр Львович)",parvus,M,Война и революция. IV. Самодержавие и реформы.,virIV_samoderzh_i_reformy,1905,1905-01-01,"«Искра» № 82, 1 января 1905 г.",,,,1,online,iskra-research.org,liveText,NO,текст с iskra-research.org,N,1905_082_03 - https://iskra-research.org/Marxists/Parvus/1904-voina.html,
105,"Гельфанд (Парвус), Израиль Лазаревич (Александр Львович)",parvus,M,Предисловие к брошюре «До девятого января».,do_9_january_predislovie,1905,1905-01-18,"Мюнхен, 18/31 января 1905 г. - написано, опубл. в женевской типографии, совм.с Троцким",,,,1,online,iskra-research.org,liveText,NO,текст с iskra-research.org,N,https://iskra-research.org/Marxists/Parvus/19050131.html,
106,"Гельфанд (Парвус), Израиль Лазаревич (Александр Львович)",parvus,M,Наши задачи.,nashi_zadachi,1905,1905-11-13,"«Начало» № 1, 13 (26) ноября 1905 г. Эта передовая статья Парвуса в первом номере газеты «Начала» за 13 (26) ноября 1905 г. была, как бы, лицом газеты и определяла её направление.",,,,1,online,iskra-research.org,liveText,NO,текст с iskra-research.org,N,"Эта большого размера политическая газета была поставлена на договорных началах между группой ведущих меньшевиков (Мартов, Мартынов и др.), с одной стороны, и Парвусом с Троцким, с другой. Редакция на этой же полосе объявляла о закрытии газет «Искра» и «Социал-демократ», и заявляла себя их преемницей. / взято https://iskra-research.org/Marxists/Parvus/19051113.html",
107,"Гельфанд (Парвус), Израиль Лазаревич (Александр Львович)",parvus,M,Солдатские митинги.,soldatskie_mitingy,1905,1905-11-22,"«Русская газета» № 394, 22 ноября (5 декабря) 1905 г.",,,,1,online,iskra-research.org,liveText,NO,текст с iskra-research.org,N,"Здесь, Парвус идейно предвосхищает знаменитый «приказ № 1», изданный Петроградским Советом в первые дни Февральской революции 1917 года. Приказ № 1 предоставил солдатам в бараках и на фронте демократические права: собраний, свободы слова и так далее. Он, по сути, открыл шлюзы массовому вооруженному движению. — /И-R/ https://iskra-research.org/Marxists/Parvus/19051122.html",
108,"Гельфанд (Парвус), Израиль Лазаревич (Александр Львович)",parvus,M,Ход революции.,hod_revolucii,1905,1905-11-25,"«Начало», № 10, 25 ноября (8 декабря) 1905 г.",,,,1,online,iskra-research.org,liveText,NO,текст с iskra-research.org,N,https://iskra-research.org/Marxists/Parvus/19051125.html,
109,Dubia,dubia,M,Финансовый манифест.,finans_manifest,1905,1905-12-02,Опубликован 2 декабря 1905 г. в восьми петербургских газетах: четырех социалистических и четырех либеральных. /,,,,1,online,iskra-research.org,liveText,NO,текст с iskra-research.org,N,"Парвус написал этот Манифест и внес его в комиссию Совета Рабочих Депутатов. Л. Троцкий и Д. Сверчков внесли поправки, и Манифест был принят Советом. Все социалистические партии подписали его. В июле 1906 г. кадеты последовали примеру социалистов и подписали аналогичное Выборгское воззвание-протест против разгона Государственной Думы.
— Искра-Research. https://iskra-research.org/Marxists/Parvus/19051127.html",
110,"Гельфанд (Парвус), Израиль Лазаревич (Александр Львович)",parvus,M,Министерство Бриана и министериализм во Франции.,ministerstvo_Briana_France,1909,1909-09-20,"«Правда» № 5, 20 сентября 1909 г. / От редакции «Правды». В июле пало во Франции министерство «радикала» Клемансо. Место Клемансо во главе правительства занял «социалист» Бриан, не входящий в объединенную социалистическую партию. Два других портфеля достались Вивиани и Мильерану, социалистам того же сорта, что Бриан. По этому поводу т. Парвус прислал «Правде» печатаемую ниже статью. — Л.Т. 1909 г.",,,,1,online,iskra-research.org,liveText,NO,текст с iskra-research.org,N,"Читатель обратит внимание на тон объективистского фатализма в этом анализе. Проницательный ум Парвуса видел фатальную опасность оппортунизма в социалистическом движении, — десять лет до этого он был первым в рядах II Интернационала, кто вышел на борьбу с Бернштейном в 1898 г. — но Парвус не видел путей бороться с этой коррозией. — /И-R/ https://iskra-research.org/Marxists/Parvus/19090920.html",
111,"Бронштейн (Троцкий), Лев Давидович",trotsky,M,К смерти Парвуса.,k_smerty_parvusa,1925,1925-01-01,"Парвус умер в декабре 1924 г. В своей, подготовляющейся ко 2-му изданию, книге воспоминаний о Ленине Л. Д. Троцкий дает следующую характеристику Парвуса: — Редакция Госиздата.",,,,1,online,iskra-research.org,NO,NO,текст с iskra-research.org,N,"Предположительно, середина декабря 1924 г. - написано: https://iskra-research.org/Trotsky/sochineniia/1924/192412.html, не могло быть написано раньше конца декабря!!",
112,"Плеханов, Георгий Валентинович",plehanov,M,НАРОДНИКИ-БЕЛЛЕТРИСТЫ. Гл. И. УСПЕНСКИЙ. (Посвящается С. М. Кравчинскому).,uspenskiy,1888,1888-01-11,"(Лит.-полит. обозр. „Соц.-Дем."", № 1)",,,,1,online,https://www.marxists.org/ T.10.,NO,NO,Т.10 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
113,"Плеханов, Георгий Валентинович",plehanov,M,ПЕССИМИЗМ КАК ОТРАЖЕНИЕ ЭКОНОМИЧЕСКОЙ ДЕЙСТВИТЕЛЬ­НОСТИ. (Пессимизм П. Я. Чаадаева),pessimizm_kak_otrazhenie,1895,1895-06-11,"(„Материалы к характ. нашего хоз. развития"", 1895 г.)",,,,1,online,https://www.marxists.org/ T.10.,NO,NO,Т.10 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
114,"Плеханов, Георгий Валентинович",plehanov,M,Cant против Канта или Духовное завещание г. Бернштейна.,cant_vs_kant,1901,1901-08-01,"(«Заря», № 2-3) Август 1901. рец.: на (Э. Бернштейн Исторический материализм. Перевод Л. Канцель. Вто­рое издание. С.-Петербург, 1901 г.)",,,,1,online,https://www.marxists.org/ T.11.,NO,NO,Т.11 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
115,"Плеханов, Георгий Валентинович",plehanov,M,ПЕРВЫЕ ФАЗЫ УЧЕНИЯ О КЛАССОВОЙ БОРЬБЕ,pervie_frazy_uchenia,1900,1900-06-11,"«Библ. Совр. Соц.», серия II, вып. 3, Женева, 1900 г. (Предисловие ко второму русскому изданию «Манифеста Коммунистической Партии»)",,,,1,online,https://www.marxists.org/ T.11.,NO,NO,Т.11 Плеханов. Сочинения https://www.marxists.org/russkij/plekhano/index.htm,N,По собранию сочинений под ред Д.Рязанова,
116,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,Нашъ съезд.,nash_cyezd_I,1903,1903-11-25,"""Искра"" No 53, 25 ноября, 1903 г.",,,,1,online,"lib.ru, Библиотека Максима Мошкова",liveText,YES,"текст по lib.ru а там из ""За два года"". Сборникъ статей изъ ""Искры"". Часть вторая.",N,1903_052_03  http://az.lib.ru/m/martow_j_o/text_1903_nash_sezd_oldorfo.shtml,
117,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,Самодержавие на скамье подсудимых. (Искра за 2 года: Правительство на скамье подсудимых (цензура)),pravitelstvo_na_skamye_podsudimyh_I,1903,1903-12-01,"""Искра""  No 54, 1 декабря 1903 года",,,,1,online,"lib.ru, Библиотека Максима Мошкова",liveText,YES,"текст по lib.ru а там из ""За два года"". Сборникъ статей изъ ""Искры"". Часть вторая.",N,1903_054_01 http://az.lib.ru/m/martow_j_o/text_1903_pravitelstvo_oldorfo.shtml,
118,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,Борьба за свободу и классовая борьба.,borba_za_svobodu_I,1904,1904-10-20,"""Искра"" No 76, 20 октября 1904 г.",,,,1,online,"lib.ru, Библиотека Максима Мошкова",liveText,YES,"текст по lib.ru а там из ""За два года"". Сборникъ статей изъ ""Искры"". Часть вторая.",N,1904_076_01 http://az.lib.ru/m/martow_j_o/text_1904_borba_za_svobodu_oldorfo.shtml,
119,"Цедербаум (Мартов), Юлий (Лев) Осипович",martov,M,Политические партии в России,polit_partii_v_Rosii,1906,1917-01-01,"Издание 2-е. Написано в 1906 году / МОСКВА. Типография «Русская Печатня», Большая Садовая, д. Л» 14. 1917",,,,1,online,"Мартов Л. Политические партии в России. М., 1917. / https://imwerden.de/",tesseract,YES,текст по https://imwerden.de/,Y,https://imwerden.de/pdf/martov_politicheskie_partii_v_rossii_1917__ocr.pdf - Электронная библиотека Андрея Никитина-Перенского / https://imwerden.de/author-1991,
