dubia,neighbor,similarity,author
dubia_finans_manifest.txt,parvus_virII_padenie_samoderzhaviya_I.txt,0.33940449829584446,parvus
dubia_finans_manifest.txt,martov_polit_partii_v_Rosii.txt,0.31837172080483933,martov
dubia_finans_manifest.txt,parvus_virIV_samoderzh_i_reformy_I.txt,0.31144706858841015,parvus
dubia_finans_manifest.txt,parvus_samoderzh_i_fin_I.txt,0.30376984843354343,parvus
dubia_finans_manifest.txt,parvus_virIII_9_mes_voyny_I.txt,0.250776946579615,parvus
dubia_nasushnie_zadachi_I.txt,lenin_chto_delat'.txt,0.4827352813036362,lenin
dubia_nasushnie_zadachi_I.txt,lenin_s_chego_nachat'_I.txt,0.33827861379538143,lenin
dubia_nasushnie_zadachi_I.txt,dubia_ot_red_iskry_I.txt,0.3146887096081806,dubia
dubia_nasushnie_zadachi_I.txt,martov_tak_li_my_gotovimsya_I.txt,0.31097512087513524,martov
dubia_nasushnie_zadachi_I.txt,martov_probuzhdenie_demokratii_I.txt,0.29280240766271476,martov
dubia_novoe_poboishe_I.txt,lenin_tsennoe_priznanie_I.txt,0.37489959180548976,lenin
dubia_novoe_poboishe_I.txt,lenin_spb_stachka.txt,0.3517866969527634,lenin
dubia_novoe_poboishe_I.txt,plehanov_vroz_idti_vmeste_bit_I.txt,0.32538021230770325,plehanov
dubia_novoe_poboishe_I.txt,zasulich_o_chem_govoryat_nam_I.txt,0.3226938388816941,zasulich
dubia_novoe_poboishe_I.txt,lenin_era_reform_I.txt,0.31247695236461087,lenin
dubia_ot_red_iskry_I.txt,lenin_chto_delat'.txt,0.47084170235251654,lenin
dubia_ot_red_iskry_I.txt,dubia_nasushnie_zadachi_I.txt,0.3146887096081806,dubia
dubia_ot_red_iskry_I.txt,lenin_s_chego_nachat'_I.txt,0.3068866362271816,lenin
dubia_ot_red_iskry_I.txt,lenin_o_manifeste_armyan_I.txt,0.2824100923169749,lenin
dubia_ot_red_iskry_I.txt,martov_probuzhdenie_demokratii_I.txt,0.2784226783944768,martov
dubia_ot_red_na_pismo_parvusa_I.txt,lenin_shag_vpered_2nazad.txt,0.4878993398968413,lenin
dubia_ot_red_na_pismo_parvusa_I.txt,lenin_rasskaz_o_II_cyezde.txt,0.4194916314452621,lenin
dubia_ot_red_na_pismo_parvusa_I.txt,lenin_pochemu_quit.txt,0.4126805397316495,lenin
dubia_ot_red_na_pismo_parvusa_I.txt,lenin_chego_dobivaemsya.txt,0.3786365709311479,lenin
dubia_ot_red_na_pismo_parvusa_I.txt,parvus_pismo_tverskomu_komitetu_I.txt,0.3379633129404654,parvus
dubia_poslednee_slovo_bund_I.txt,lenin_nuzhna_li_partiya_I.txt,0.8409569761527429,lenin
dubia_poslednee_slovo_bund_I.txt,lenin_po_povodu_bunda_I.txt,0.7806641908657782,lenin
dubia_poslednee_slovo_bund_I.txt,martov_o_4_syezde_Bunda_I.txt,0.7463599372418679,martov
dubia_poslednee_slovo_bund_I.txt,lenin_max_min_I.txt,0.7331716557537875,lenin
dubia_poslednee_slovo_bund_I.txt,lenin_polozhenie_bunda_I.txt,0.6799467251049776,lenin
dubia_priznaki_bankrotstva_I.txt,lenin_183_students_I.txt,0.504232224971019,lenin
dubia_priznaki_bankrotstva_I.txt,martov_liberal_izmeny_I.txt,0.5033873864055136,martov
dubia_priznaki_bankrotstva_I.txt,zasulich_vystrel_Karpovicha_I.txt,0.4343631984082964,zasulich
dubia_priznaki_bankrotstva_I.txt,lenin_zadachi_rev_molodezhy.txt,0.29875083876190883,lenin
dubia_priznaki_bankrotstva_I.txt,dubia_slovo_mosc_vedomostyam_I.txt,0.28669477536000054,dubia
dubia_slovo_mosc_vedomostyam_I.txt,lenin_samoderzh_kolebletsya_I.txt,0.3250436760196473,lenin
dubia_slovo_mosc_vedomostyam_I.txt,zasulich_dobrolubov_I.txt,0.3212847486072825,zasulich
dubia_slovo_mosc_vedomostyam_I.txt,lenin_rab_partya_krestvo_I.txt,0.3180715392870623,lenin
dubia_slovo_mosc_vedomostyam_I.txt,martov_polit_partii_v_Rosii.txt,0.3171088494818844,martov
dubia_slovo_mosc_vedomostyam_I.txt,lenin_chto_delat'.txt,0.3116694001231143,lenin
dubia_zakon_o_voznagr_I.txt,lenin_era_reform_I.txt,0.5412240332364939,lenin
dubia_zakon_o_voznagr_I.txt,lenin_tsennoe_priznanie_I.txt,0.45723077294292896,lenin
dubia_zakon_o_voznagr_I.txt,dubia_novoe_poboishe_I.txt,0.2635042838333034,dubia
dubia_zakon_o_voznagr_I.txt,martov_polit_partii_v_Rosii.txt,0.2497668703561149,martov
dubia_zakon_o_voznagr_I.txt,lenin_chto_delat'.txt,0.2493836916543592,lenin
